position,channelId,channelTitle,videoId,publishedAt,publishedAtSQL,videoTitle,videoDescription,tags,videoCategoryId,videoCategoryLabel,topicCategories,duration,durationSec,dimension,definition,caption,defaultLanguage,defaultLAudioLanguage,thumbnail_maxres,licensedContent,locationDescription,latitude,longitude,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
11,UC2UGslpLJ5LWVgpYM-u-bHw,"Seattle Children's",14xbvarcxWc,2025-04-16T17:10:28Z,"2025-04-16 17:10:28","Postdoctoral Research at Seattle Children's Research Institute","Be part of a world-class scientific team driving innovation and advancing new discoveries in pediatric health and wellness. Our expansive training program includes mentored research with faculty who are experts in their field, professional development workshops, grant writing support, networking events and social activities that build community among our 100+ postdoctoral scholars. Shape the future. Discover what’s possible. Explore open postdoctoral positions: https://careers.seattlechildrens.org/us/en/search-results?keywords=postdoctoral%20fellow","#SCRI,#SeattleChildrens,#Research,#Postdoctoralresearch,#Postdoctoralopportunities,#WorkatSC,#Seattle,#Pediatric,#Childhealth",29,"Nonprofits & Activism","Health,Knowledge",PT1M7S,67,2d,hd,false,,en,https://i.ytimg.com/vi/14xbvarcxWc/maxresdefault.jpg,,,,,57,0,,0,0
12,UC2UGslpLJ5LWVgpYM-u-bHw,"Seattle Children's",5VKq6KDHaN0,2025-04-10T17:20:59Z,"2025-04-10 17:20:59","The Environmental Enteric Dysfunction Consortium: A Major Neglected Global Health Problem","Provider Grand Rounds For more Grand Rounds: www.seattlechildrens.org/grandrounds","pediatric ground rounds,Environmental Enteric Dysfunction (EED),Global Health,Global WACh Lecture,Seattle Children's",29,"Nonprofits & Activism","Health,Society",PT54M42S,3282,2d,hd,false,,en,https://i.ytimg.com/vi/5VKq6KDHaN0/maxresdefault.jpg,,,,,64,0,,0,0
13,UC2UGslpLJ5LWVgpYM-u-bHw,"Seattle Children's",fnJmhPBpQLE,2025-04-10T17:20:57Z,"2025-04-10 17:20:57","Past and Future Stories: Imagination and Narrative in Pediatric Decision-Making","Provider Grand Rounds For more Grand Rounds: www.seattlechildrens.org/grandrounds","decision-making,ethicsnarrative,ethicsmoral,imagination,pediatric bioethics",29,"Nonprofits & Activism","Health,Knowledge",PT56M33S,3393,2d,hd,false,,en,https://i.ytimg.com/vi/fnJmhPBpQLE/maxresdefault.jpg,,,,,38,0,,0,0
14,UC2UGslpLJ5LWVgpYM-u-bHw,"Seattle Children's",qiOXRc1paqM,2025-04-07T18:35:54Z,"2025-04-07 18:35:54","Meet Shirley: The best pediatric heart care in the Pacific Northwest","Shirley was diagnosed with truncus arteriosus, a rare congenital heart defect, before birth. At just five days old, she underwent successful open-heart surgery at Seattle Children’s, where surgeons repaired her heart and redirected blood flow. She continues to receive follow-up care from Dr. Josiah Penalver at Seattle Children’s South Sound Cardiology Clinic in Tacoma, just 20 minutes from home. Now eight, Shirley is an active girl who loves dancing, reading, and playing piano. https://www.seattlechildrens.org/clinics/heart/","pediatric heart care,pediatric cardiac care,heart surgery,open heart surgery,seattle children's,seattle children's heart center,seattle children's south sound cardiology",29,"Nonprofits & Activism","Health,Knowledge",PT3M40S,220,2d,hd,true,,en,https://i.ytimg.com/vi/qiOXRc1paqM/maxresdefault.jpg,,,,,344,7,,0,0
15,UC2UGslpLJ5LWVgpYM-u-bHw,"Seattle Children's",SmGnD_PSEq8,2025-04-02T18:25:12Z,"2025-04-02 18:25:12","Small Airways, Big Challenges: Unraveling the Mechanisms of Childhood Asthma","Pediatric Grand Rounds For more Grand Rounds: www.seattlechildrens.org/grandrounds","Pediatric Grand RoundsChildhood Asthma",29,"Nonprofits & Activism","Health,Knowledge",PT58M49S,3529,2d,hd,false,,en,https://i.ytimg.com/vi/SmGnD_PSEq8/maxresdefault.jpg,,,,,138,2,,0,0
16,UC2UGslpLJ5LWVgpYM-u-bHw,"Seattle Children's",bM5qWnrr1X0,2025-04-02T18:25:10Z,"2025-04-02 18:25:10","The Power of Belief: the Neurology of Voodoo - Sarkowsky Lecture","Provider Grand Rounds For more Grand Rounds: www.seattlechildrens.org/grandrounds","Pediatric Grand RoundsPediatric Neurologyalternate belief systems",29,"Nonprofits & Activism","Health,Knowledge",PT58M58S,3538,2d,hd,false,,en,https://i.ytimg.com/vi/bM5qWnrr1X0/maxresdefault.jpg,,,,,72,1,,0,0
17,UC2UGslpLJ5LWVgpYM-u-bHw,"Seattle Children's",VhCsJno__V0,2025-04-02T17:52:16Z,"2025-04-02 17:52:16","What's New in Pediatric Epilepsy","Course Objectives: • Discuss the definitions and concepts in epilepsy • Review medical management and workup for first seizures • Identifying refractory epilepsy and children who might benefit from surgery • Overview multidisciplinary evaluation of refractory epilepsy patients www.seattlechildrens.org/clinics/neurosciences/services/epilepsy-program","epilepsy,seizure,seizures,neurosurgery,neurology",29,"Nonprofits & Activism","Health,Knowledge",PT1H1M43S,103,2d,hd,false,,en,https://i.ytimg.com/vi/VhCsJno__V0/maxresdefault.jpg,,,,,60,0,,0,0
18,UC2UGslpLJ5LWVgpYM-u-bHw,"Seattle Children's",zY7DDURKFQI,2025-03-24T17:36:54Z,"2025-03-24 17:36:54","Invent at Seattle Children’s Postdoctoral Scholars Program","The Invent at Seattle Children’s Postdoctoral Scholars Program empowers early career scientists who are passionate about discovering novel therapeutics that could benefit children and young adults. Scholars receive support to create new “discovered here” cellular, gene or protein therapeutics that ultimately advance to clinical trials for children, all while preparing for careers in the biotech industry or academia. Learn more about this unique program here: seattlechildrens.org/research/research-institute/careers/invent-at-seattle-childrens/ Fill out an interest form to be invited to our next information session here: cognitoforms.com/SeattleChildrens3/InventSCInterestForm","Invent@SC,Invent,biotech,SCRI,research,post doctoral research,post doctoral opportunities,Seattle Children’s,cancer,cancer research,pediatric",29,"Nonprofits & Activism","Health,Knowledge",PT3M,180,2d,hd,false,,en,https://i.ytimg.com/vi/zY7DDURKFQI/maxresdefault.jpg,,,,,288,1,,0,0
19,UC2UGslpLJ5LWVgpYM-u-bHw,"Seattle Children's",yX8tAIgiwkE,2025-03-21T21:47:30Z,"2025-03-21 21:47:30","Measles Community Response: Preparing Your Office and Hospital","A panel discussion on steps your clinic or hospital can take to prepare for and respond to a measles exposure in the community or your facility. Seattle Children’s Response to Measles in the Community: Infection Prevention and Emergency Management Community Clinic Response: Allegro Pediatrics Public Health Perspective: Public Health - Seattle & King County","measles,vaccination,MMR,Seattle Children's,children,seattle",29,"Nonprofits & Activism","Health,Knowledge",PT57M46S,3466,2d,hd,false,,en,https://i.ytimg.com/vi/yX8tAIgiwkE/maxresdefault.jpg,,,,,176,4,,0,0
20,UC2UGslpLJ5LWVgpYM-u-bHw,"Seattle Children's",WAcuKUz6tRQ,2025-03-17T22:34:26Z,"2025-03-17 22:34:26","Walking the Journey: Supporting Parents Who Can’t Make a Decision for Their Seriously ill Child","Provider Grand Rounds Sconyers / Godfrey Ethics Lecture For more Grand Rounds: www.seattlechildrens.org/grandrounds","Parental Decision-making",29,"Nonprofits & Activism","Health,Knowledge",PT58M16S,3496,2d,hd,false,,en,https://i.ytimg.com/vi/WAcuKUz6tRQ/maxresdefault.jpg,,,,,125,1,,0,0
21,UC2UGslpLJ5LWVgpYM-u-bHw,"Seattle Children's",N9Hu5EkHxz4,2025-03-14T16:58:19Z,"2025-03-14 16:58:19","Common Inheritable Cardiac Conditions and a Practical Approach to Screening and Evaluations","Course Objectives: • Understand the Genetic Basis of Inheritable Cardiac Conditions • Develop Proficiency in Screening Techniques • Evaluate Clinical Presentations and Family History • Formulate Management and Follow-Up Plans www.seattlechildrens.org/clinics/heart/refer-a-patient","cardiology,pediatric cardiology,congenital heart disease,heart disease,cardiogenetics",29,"Nonprofits & Activism","Health,Knowledge",PT1H8M12S,492,2d,hd,false,,en,https://i.ytimg.com/vi/N9Hu5EkHxz4/maxresdefault.jpg,,,,,72,1,,0,0
22,UC2UGslpLJ5LWVgpYM-u-bHw,"Seattle Children's",A9-34rA27bs,2025-03-12T20:20:49Z,"2025-03-12 20:20:49","Neonatal Jaundice: When is the Liver in Jeopardy?","Course Objectives: 1. Recognize liver failure in a newborn 2. Recognize cholestatic liver disease and biliary atresia in a newborn 3. Approach to initial management of newborn liver diseases www.seattlechildrens.org/clinics/gastroenterology-hepatology/treatments-and-services/hepatology-program","jaundice,neonatology,liver transplant,liver failure,hepatology",29,"Nonprofits & Activism","Health,Knowledge",PT57M11S,3431,2d,hd,false,,en,https://i.ytimg.com/vi/A9-34rA27bs/maxresdefault.jpg,,,,,74,0,,0,0
23,UC2UGslpLJ5LWVgpYM-u-bHw,"Seattle Children's",9hUEVqwe85w,2025-03-10T19:49:47Z,"2025-03-10 19:49:47","Updates on HPV Cancer Prevention: Evidence, Equity and Advocacy for the Pediatrician","Provider Grand Rounds For more Grand Rounds: www.seattlechildrens.org/healthcare-professionals/education/grand-rounds/provider","HPV Vaccine,HPV Cancer Prevention",29,"Nonprofits & Activism","Health,Knowledge",PT51M21S,3081,2d,hd,false,,en,https://i.ytimg.com/vi/9hUEVqwe85w/maxresdefault.jpg,,,,,98,0,,0,0
24,UC2UGslpLJ5LWVgpYM-u-bHw,"Seattle Children's",_c3Fl26F6ag,2025-03-10T19:49:45Z,"2025-03-10 19:49:45","The Unfulfilled Promise of Probiotics and 20 years of ED Research","Provider Grand Rounds The Unfulfilled Promise of Probiotics, the Tyranny of Metanalyses, the Complexities of Gut Microbiome Manipulation, and Other Lessons Learned in 20 Years of ED Research For more Grand Rounds: www.seattlechildrens.org/healthcare-professionals/education/grand-rounds/provider","Gut Microbiome Manipulation,Probiotics",29,"Nonprofits & Activism","Health,Knowledge",PT46M16S,2776,2d,hd,false,,en,https://i.ytimg.com/vi/_c3Fl26F6ag/maxresdefault.jpg,,,,,303,4,,0,0
25,UC2UGslpLJ5LWVgpYM-u-bHw,"Seattle Children's",TIjg-Rc2Pfk,2025-03-10T18:21:24Z,"2025-03-10 18:21:24","Invent at Seattle Children’s Scholar Profile: Dr. Stephen Carney","The Invent at Seattle Children’s Postdoctoral Scholars Program empowers early career scientists who are passionate about discovering novel therapeutics that could benefit children and young adults. Scholars receive support to create new “discovered here” cellular, gene or protein therapeutics that ultimately advance to clinical trials for children, all while preparing for careers in the biotech industry or academia. Learn more about this unique program here: seattlechildrens.org/research/research-institute/careers/invent-at-seattle-childrens/ Fill out an interest form to be invited to our next information session here: cognitoforms.com/SeattleChildrens3/InventSCInterestForm","Invent@SC,Invent,biotech,SCRI,research,post doctoral research,post doctoral opportunities,Seattle Children’s,cancer,cancer research",29,"Nonprofits & Activism","Health,Knowledge",PT2M35S,155,2d,hd,false,,en,https://i.ytimg.com/vi/TIjg-Rc2Pfk/maxresdefault.jpg,,,,,325,6,,0,0
26,UC2UGslpLJ5LWVgpYM-u-bHw,"Seattle Children's",SlIRS6thRgE,2025-03-06T23:20:13Z,"2025-03-06 23:20:13","NF1 es la neurofibromatosis tipo 1 (NF1 or Neurofibromatosis Type 1)","Es la neurofibromatosis tipo 1, un trastorno del sistema nervioso que afecta el crecimiento y desarrollo de las células nerviosas. Puede causar tumores no cancerosos (benignos) en los nervios. El video describe la NF1 infantil, sus efectos en los sistemas del cuerpo, tipos de estudios y atención que reciben los pacientes. También, cómo comunicarse con el Programa de Neurofibromatosis de Seattle Children’s.Más información en:1. Neurofibromatosis tipo 1 – Seattle Children’s https://www.seattlechildrens.org/pdf/PE3304S.pdf Acerca De La Neurofibromatosis Tipo 1 (Nf1) – Children’s Tumor Foundation https://www.ctf.org/wp-content/uploads/2024/02/CTF_About_NF1_Spanish_Brochure.pdf Neurofibromatosis tipo 1- KidsHealth https://kidshealth.org/es/parents/nf.html You can watch this video in English here: youtu.be/L7Y_Yp82m9g?si=ZjoRdOZph71DWGl1NF1","NF1,neurofibromatosis type 1,neurofibromatosis tipo 1,trastorno del sistema nervioso,child,Seattle Children's Hospital,las células nerviosas",29,"Nonprofits & Activism","Health,Knowledge",PT9M19S,559,2d,hd,true,,es,https://i.ytimg.com/vi/SlIRS6thRgE/maxresdefault.jpg,,,,,688,21,,0,0
27,UC2UGslpLJ5LWVgpYM-u-bHw,"Seattle Children's",dkiZxKfcxwg,2025-02-26T23:11:30Z,"2025-02-26 23:11:30","Attachment-based Family Therapy for Depressed /Suicidal teens: Clinical Model and Empirical Support","Attachment-based Family Therapy for Depressed and Suicidal teens: Clinical Model and Empirical Support","Attachment-based Family Therapy,teens,Clinical Model,Empirical Support",29,"Nonprofits & Activism","Health,Knowledge",PT1H14M49S,889,2d,hd,false,,en,https://i.ytimg.com/vi/dkiZxKfcxwg/maxresdefault.jpg,,,,,160,7,,0,0
28,UC2UGslpLJ5LWVgpYM-u-bHw,"Seattle Children's",cxoWIZQsLPo,2025-02-24T22:17:39Z,"2025-02-24 22:17:39","Invent at Seattle Children’s Scholar Profile: Dr. Jeffrey Amoako Mensah","The Invent at Seattle Children’s Postdoctoral Scholars Program empowers early career scientists who are passionate about discovering novel therapeutics that could benefit children and young adults. Scholars receive support to create new “discovered here” cellular, gene or protein therapeutics that ultimately advance to clinical trials for children, all while preparing for careers in the biotech industry or academia. Learn more about this unique program here: seattlechildrens.org/research/research-institute/careers/invent-at-seattle-childrens/ Fill out an interest form to be invited to our next information session here: cognitoforms.com/SeattleChildrens3/InventSCInterestForm","Invent@SC,Invent Biotech,SCRI Research,Postdoctoral,Research Postdoctoral Opportunities,SeattleChildren's postdoc,drug discovery",29,"Nonprofits & Activism","Health,Knowledge",PT3M8S,188,2d,hd,false,,en,https://i.ytimg.com/vi/cxoWIZQsLPo/maxresdefault.jpg,,,,,599,41,,0,0
29,UC2UGslpLJ5LWVgpYM-u-bHw,"Seattle Children's",zPrheXZr8cY,2025-02-20T20:14:05Z,"2025-02-20 20:14:05","Integrative Pediatrics for Underserved Children: Bridging Gaps in Holistic Care","Provider Grand Rounds Klavano Holistic Medicine Lecture For more Grand Rounds: seattlechildrens.org/healthcare-professionals/education/grand-rounds/provider",,29,"Nonprofits & Activism","Health,Knowledge",PT55M,3300,2d,hd,false,,en,https://i.ytimg.com/vi/zPrheXZr8cY/maxresdefault.jpg,,,,,132,2,,0,0
30,UC2UGslpLJ5LWVgpYM-u-bHw,"Seattle Children's",laXZgxsEQTY,2025-02-20T20:14:03Z,"2025-02-20 20:14:03","Blood Conservation in Congenital Heart Surgery at Seattle Children’s","Provider Grand Rounds Full Title: Blood Conservation in Congenital Heart Surgery at Seattle Children’s: A Comprehensive Clinical, Translational & Mechanical Engineering Program. For more Grand Rounds: seattlechildrens.org/healthcare-professionals/education/grand-rounds/provider","Pediatric Grand RoundsCongenital Heart SurgerySurgery Blood Conservation",29,"Nonprofits & Activism","Health,Knowledge",PT50M9S,3009,2d,hd,false,,en,https://i.ytimg.com/vi/laXZgxsEQTY/maxresdefault.jpg,,,,,99,2,,0,0
31,UC2UGslpLJ5LWVgpYM-u-bHw,"Seattle Children's",6TsilAeg7mc,2025-02-14T18:46:46Z,"2025-02-14 18:46:46","Tacrolimus Education Video: Even toddlers can take tacrolimus capsules!","The Seattle Children's Transplant Team works closely with patients and families to ensure safe and reliable administration of tacrolimus. In this video some of our champions share their skills and advice for success!","Transplant,Tacrolimus,Toddler,Capsules,Sprinkles,Liver Transplant,Kidney Transplant,Heart Transplant,Rejection",29,"Nonprofits & Activism","Health,Knowledge",PT6M44S,404,2d,sd,false,,en,https://i.ytimg.com/vi/6TsilAeg7mc/maxresdefault.jpg,,,,,206,1,,0,0
32,UC2UGslpLJ5LWVgpYM-u-bHw,"Seattle Children's",Jdk8IcGdh-E,2025-02-13T22:42:22Z,"2025-02-13 22:42:22","Giving Your Patient the Tools to Tackle Constipation Independently","Course Objectives: 1) Define functional constipation and identify concerns. 2) How to establish a bowel regimen. 3) How to provide education to your patients. seattlechildrens.org/clinics/gastroenterology-hepatology/refer-a-patient",constipation,29,"Nonprofits & Activism","Health,Knowledge",PT1H14M41S,881,2d,hd,false,,en,https://i.ytimg.com/vi/Jdk8IcGdh-E/maxresdefault.jpg,,,,,113,1,,0,0
33,UC2UGslpLJ5LWVgpYM-u-bHw,"Seattle Children's",bozbW7RyF3g,2025-02-10T20:00:04Z,"2025-02-10 20:00:04","Invent at Seattle Children’s Scholar Profile: Drs. Elzani van Zyl and Natasha Bourgeois","The Invent at Seattle Children’s Postdoctoral Scholars Program empowers early career scientists who are passionate about discovering novel therapeutics that could benefit children and young adults. Scholars receive support to create new “discovered here” cellular, gene or protein therapeutics that ultimately advance to clinical trials for children, all while preparing for careers in the biotech industry or academia. Learn more about this unique program here: seattlechildrens.org/research/research-institute/careers/invent-at-seattle-childrens/ Fill out an interest form to be invited to our next information session here: cognitoforms.com/SeattleChildrens3/InventSCInterestForm",,29,"Nonprofits & Activism","Health,Knowledge",PT3M56S,236,2d,hd,false,,en,https://i.ytimg.com/vi/bozbW7RyF3g/maxresdefault.jpg,,,,,1166,24,,0,0
34,UC2UGslpLJ5LWVgpYM-u-bHw,"Seattle Children's",9-vo8J4iT24,2025-02-04T18:44:35Z,"2025-02-04 18:44:35","The Clinician's Role in Responding to Suspected Commercial Sexual Exploitation of Children (CSEC)","Pediatric Grand Rounds For more Grand Rounds: seattlechildrens.org/healthcare-professionals/education/grand-rounds/provider","child trafficking,Commercial Sexual Exploitation of Children",29,"Nonprofits & Activism","Health,Society",PT58M47S,3527,2d,hd,false,,en,https://i.ytimg.com/vi/9-vo8J4iT24/maxresdefault.jpg,,,,,137,2,,0,0
35,UC2UGslpLJ5LWVgpYM-u-bHw,"Seattle Children's",vAMHeKDdMDo,2025-02-04T18:44:32Z,"2025-02-04 18:44:32","Navigating the Impact of Pediatric Chronic Kidney Disease on Neurodevelopment: Team Science","Provider Grand Rounds For more Grand Rounds: seattlechildrens.org/healthcare-professionals/education/grand-rounds/provider","Pediatric Grand RoundsPediatric Chronic Kidney Disease",29,"Nonprofits & Activism","Health,Knowledge",PT58M18S,3498,2d,hd,false,,en,https://i.ytimg.com/vi/vAMHeKDdMDo/maxresdefault.jpg,,,,,58,1,,0,0
36,UC2UGslpLJ5LWVgpYM-u-bHw,"Seattle Children's",lZMjb-6fqWU,2025-02-03T20:25:25Z,"2025-02-03 20:25:25","Seattle Children's Employee Stories: Meet Jenna","Meet Jenna, a nurse in the Neonatal Intensive Care Unit at Seattle Children’s. Learn how Jenna finds meaning in her work and Seattle Children’s mission of providing hope, care and cures to help every child live the healthiest and most fulfilling life possible. Learn more about our careers: https://www.seattlechildrens.org/careers","NICU,nursing,nurses,acute care,Children's jobs,Children's careers,jobs at Seattle Children's,ICU",29,"Nonprofits & Activism","Health,Knowledge",PT3M8S,188,2d,hd,false,,en,https://i.ytimg.com/vi/lZMjb-6fqWU/maxresdefault.jpg,,,,,344,10,,0,0
37,UC2UGslpLJ5LWVgpYM-u-bHw,"Seattle Children's",LdGylFMV9mA,2025-01-28T20:52:03Z,"2025-01-28 20:52:03","CIIT Seminar Series with Dr. Alice Long – January 17, 2025","Visiting scientist, Dr. Alice Long (Associate Member Center for Translational Immunology, Benaroya Research Institute) presents ""Paths to CD8 T cell exhaustion in T1D.” This event is part of the Center for Immunity and Immunotherapies (CIIT) 2024-2025 Seminar Series.","immunology,seattle children's",29,"Nonprofits & Activism","Health,Knowledge",PT1H1M47S,107,2d,hd,false,,en,https://i.ytimg.com/vi/LdGylFMV9mA/maxresdefault.jpg,,,,,105,1,,0,0
38,UC2UGslpLJ5LWVgpYM-u-bHw,"Seattle Children's",nUu6Fqd_JFk,2025-01-28T19:06:20Z,"2025-01-28 19:06:20","Promoting Infant and Early Childhood Mental Health through Secure Relationships","Safe and secure parent-child relationships.",,29,"Nonprofits & Activism","Health,Knowledge",PT1H10M13S,613,2d,hd,false,,en,https://i.ytimg.com/vi/nUu6Fqd_JFk/maxresdefault.jpg,,,,,123,3,,0,0
