position,channelId,channelTitle,videoId,publishedAt,publishedAtSQL,videoTitle,videoDescription,tags,videoCategoryId,videoCategoryLabel,topicCategories,duration,durationSec,dimension,definition,caption,defaultLanguage,defaultLAudioLanguage,thumbnail_maxres,licensedContent,locationDescription,latitude,longitude,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
11,UCOaegTYfii7Gl9ytqZa8i_Q,"UC San Diego Health",GuwgWLB7EfI,2025-02-21T23:57:51Z,"2025-02-21 23:57:51","Meet Benjamín Cruz Rodríguez, MD: Cardiologist","Jose Benjamín Cruz Rodríguez, MD, is a board-certified cardiologist who treats patients with advanced heart failure, including those who need mechanical circulatory support or heart transplantation. He treats cardiomyopathies (diseases that affect the heart muscle). He seeks to understand the whole patient and is interested in the epidemiology of heart failure and finding racial and ethnic disparities in access to care. As a Hispanic provider, he is able to bring Spanish-speaking care to patients who need it most. In addition to his clinical practice at UC San Diego Health, he practices at affiliated clinics and hospitals in El Centro and Brawley. More about Dr. Cruz: https://health.ucsd.edu/care/heart-vascular/ More about heart care at UC San Diego Health: https://providers.ucsd.edu/details/1457770240/cardiology-transplantation 0:00 Meet Jose Benjamin Cruz Rodriguez, MD 0:10 Conditions treated 0:24 Approach to patient care 0:50 Epidemiology of heart failure 1:10 Hope for heart failure patients","Cardiomyopathy San Diego,Spanish-speaking cardiologist,Spanish-speaking heart doctor,Cardiologist San Diego,Heart doctors UCSD,UC San Diego Health cardiology,Advanced heart failure doctors,Mechanical circulatory support,Ventricular assist device,VAD,heart transplant UC San Diego Health",27,Education,"Health,Knowledge",PT1M36S,96,2d,hd,true,,en-US,https://i.ytimg.com/vi/GuwgWLB7EfI/maxresdefault.jpg,,,,,123,1,,0,
12,UCOaegTYfii7Gl9ytqZa8i_Q,"UC San Diego Health",4Ex_-uQo7ww,2025-02-17T15:49:39Z,"2025-02-17 15:49:39","Day in The Life of a Physicians Assistant (PA)","Ever wonder what a day in the life of a physician assistant (PA) is like? Samantha Wheeler walks us through her routine as a Physicians Assistant (PA) for the neurosurgery department at UC San Diego Health. Behind every successful neurosurgery, there's a dedicated medical care team working in sync. Physician assistants play a crucial role in our neurosurgery department, providing expert care and support from pre-operative to post-operative stages. From assisting in the operating room to ensuring patients have a smooth recovery, PAs are essential in delivering the highest standard of care. Their advanced practice provider expertise and compassion help our patients navigate complex procedures with confidence. UC San Diego Health is ranked among the top 25 in the nation for neurology & neurosurgery by U.S. News and World Report and delivers the latest in the surgical treatment of brain and spinal disease. Join our world-class team: employment.ucsd.edu","UCSD,UCSD Health,UC San Diego,UC San Diego Health employment,What does a PA do?,PA job responsibilities,Physicians assistant job,what does a physicians assistant do?,Jobs in neurology,health care jobs,neurosurgery jobs,san diego jobs,UCSD jobs,UC San Diego jobs,UCSD Health jobs,physicians assistant",27,Education,"Health,Knowledge",PT2M49S,169,2d,hd,false,,en-US,https://i.ytimg.com/vi/4Ex_-uQo7ww/maxresdefault.jpg,,,,,3916,110,,0,
13,UCOaegTYfii7Gl9ytqZa8i_Q,"UC San Diego Health",5P5cy8nS_es,2025-02-05T15:30:01Z,"2025-02-05 15:30:01","San Diego Padres Visit UC San Diego Health","Major league gratitude! ⚾️ San Diego Padres players, manager Mike Shildt, CEO Erik Greupner and the Swinging Friar visited UC San Diego Health Medical Center in Hillcrest on Friday, signing autographs and taking pictures with our incredible hospital staff. Thanks to the Padres for bringing the team spirit and making our day a home run! UC San Diego Health is proud to be the official health care provider for the San Diego Padres: health.ucsd.edu/about-us/padres/","San Diego Padres,Padres,UCSD Health,UC San Diego Health,Padres visit San Diego community,Padres UCSD Health,Padres UC San Diego Health,Padres UCSD,Padres visit hospital,UCSD Health staff,UCSD Health employees,Work for UCSD,Work for UCSD Health,Work for UC San Diego Health",27,Education,"Baseball,Sport",PT56S,56,2d,hd,false,,en-US,https://i.ytimg.com/vi/5P5cy8nS_es/maxresdefault.jpg,,,,,281,3,,0,
14,UCOaegTYfii7Gl9ytqZa8i_Q,"UC San Diego Health",O_nqqnxelUw,2025-01-30T21:56:34Z,"2025-01-30 21:56:34","Bionic Hand Helps Man Regain Mobility After Electrocution","Christian Arreola's journey after an electrocution accident is one of resilience, hope and innovation. With the help of a multi-disciplinary care team from the Regional Burn Unit and occupational therapy program at UC San Diego Health, Arreola reclaimed his life and regained mobility. Watch his incredible story of recovery, determination and strength. Learn more about UC San Diego Health's exceptional care: health.ucsd.edu","bionic hand,patient story,inspiration story,patient recovery,prosthetic,prosthetic hand,burn accident,prosthetic recovery,how to use bionic hand,how to use prosthetic,how to use prosthetic hand,UC San Diego,UCSD,UCSD Health,UC San Diego Health,Rehabilitation,life after severe burns,occupational therapy,occupational therapist,physical therapy",27,Education,Health,PT2M59S,179,2d,hd,false,,en-US,https://i.ytimg.com/vi/O_nqqnxelUw/maxresdefault.jpg,,,,,326,6,,0,
15,UCOaegTYfii7Gl9ytqZa8i_Q,"UC San Diego Health",XHdBI7TPTgo,2025-01-14T01:21:19Z,"2025-01-14 01:21:19","Day in the Life of a Registered Nurse Anesthetist (CRNA)","Have you ever wondered who ensures your comfort and safety during surgery? Shane Garst, a certified registered nurse anesthetist (CRNA), is one of them. He walks us through his routine at UC San Diego Health. ☀️ CRNAs are advanced practice providers who administer anesthesia, ensuring patients remain safe and comfortable during surgeries and procedures and play a vital role at UC San Diego Health, working collectively to elevate patient care. If you are interested in joining a team that provides world-class care, visit employment.ucsd.edu","Day in the life,UCSD Health,UC San Diego Health,UCSD,Day in the life of a nurse,Day in the life of a CRNA,What does a CRNA do?,CRNA duties,CRNA job,CRNA job reponsibilities,CRNA,Nurse Anesthetist,Nurse Anesthetist duties,Certified nurse anesthetist,certified nurse anesthist duties,day in the life of a nurse anesthetist,UCSD jobs,San Diego jobs,San Diego health care jobs,health care jobs,nurse jobs",27,Education,"Health,Knowledge",PT2M,120,2d,hd,false,,en-US,https://i.ytimg.com/vi/XHdBI7TPTgo/maxresdefault.jpg,,,,,28455,1135,,0,
16,UCOaegTYfii7Gl9ytqZa8i_Q,"UC San Diego Health",vT61UQOsAvc,2025-01-03T18:29:11Z,"2025-01-03 18:29:11","Day in the Life of a Therapy Dog","Ever wonder what a day in the life of a hospital therapy dog is like? ⁠ ⁠ Willow, a golden retriever mix, walks us through her routine as a therapy dog at UC San Diego Health. ⁠ Willow and her handler, Amber Kiefer, frequently visit the Burn Center at UC San Diego Health Medical Center at Hillcrest to bring smiles and comfort to recovering patients. Amber has a strong, personal connection to the Burn Center, 30 years ago her son was admitted as a #patient to the same unit. Amber distinctly remembers when the therapy dogs would visit and the joy and comfort it brought her and her son. ⁠ ⁠ She told herself that one day she would return to UC San Diego Health, but this time with her own therapy dog. They are a part of the Tender Loving Canines (TLC) Therapy Dog Visitation Program and make weekly visits to the hospital. ⁠ ⁠ A big thank you to Willow, Amber and all of our handlers and dogs for bringing love and comfort into our hospitals. 💙 ⁠ https://health.ucsd.edu/support/volunteer/","therapy dog,hospital volunteer,pet therapy,day in the life of a therapy dog,therapy dog roles,therapy dog responisbilities,what do therapy dogs do,Ucsd,ucsdandiego,ucsdhealth,ucsandiegohealth,dog héros",27,Education,"Health,Pet",PT1M31S,91,2d,hd,false,,en-US,https://i.ytimg.com/vi/vT61UQOsAvc/maxresdefault.jpg,,,,,233,4,,0,
17,UCOaegTYfii7Gl9ytqZa8i_Q,"UC San Diego Health",cZW3s0qsejs,2025-01-02T18:08:27Z,"2025-01-02 18:08:27","Meet Michael Liss, MD, PhD: Urologic Oncologist","More about Dr. Liss: https://providers.ucsd.edu/details/1477733012/urology-cancer Michael Liss, MD, PhD, is a fellowship-trained urologic oncologist specializing in caring for patients with prostate cancer. He is also the director of clinical trials at the Center for Microbiome Innovation. Dr. Liss offers his patients the full spectrum of treatment options for prostate cancer from monitoring and planning to multimodal treatments, including robotically assisted prostatectomy. He strives to provide world-class precision oncology care through patient-guided, team-based education that is integrative, holistic and respectful. Urology Care at UC San Diego Health: https://health.ucsd.edu/care/urology/ Urologic Cancers: https://health.ucsd.edu/care/cancer/cancers-we-treat/prostate/ 0:00 Introduction 0:37 What Patient Can Expect at First Visit 0:54: How to Lower Prostate Cancer Risk 1:13: Do I Need a Prostate Exam? 1:30: Why Choose UC San Diego Health for Urologic Cancer Care?","urologist,urologic oncologist,urologic oncology,urological cancer,urologic cancer,prostate cancer,ucsd,uc san diego,ucsd health,san diego urologist,san diego urologic oncologist,prostatectomy,prostate biopsy,clinical trials,urology research,microbiome studies,center for microbiome research,genitourinary cancer,kidney cancer,dr. michael liss,dr. liss,plant-based diet,prostate-specific antigen (PSA) test,PSA test,check PSA,lower prostate cancer risk",27,Education,"Health,Knowledge",PT1M57S,117,2d,hd,true,,en-US,https://i.ytimg.com/vi/cZW3s0qsejs/maxresdefault.jpg,,,,,369,5,,0,
18,UCOaegTYfii7Gl9ytqZa8i_Q,"UC San Diego Health",RIZBjFLxS0c,2024-12-12T17:42:42Z,"2024-12-12 17:42:42","Lung Cancer Screening and Treatment with Mark Onaitis, MD, Thoracic Surgeon","UC San Diego Health is improving the prognosis and quality of life for people at risk of or diagnosed with lung cancer. With new screening guidelines, we aim to detect more lung cancers early when tumors can be surgically removed. We also continue to advance treatment options for people with metastatic lung cancer. Moores Cancer Center at UC San Diego Health is San Diego's only National Cancer Institute-designated Comprehensive Cancer Center, the highest possible rating for a U.S. cancer center. Lung cancer treatment at UC San Diego Health: https://health.ucsd.edu/care/cancer/cancers-we-treat/lung/ Lung cancer screening for current and former smokers between the ages of 50 and 80: https://health.ucsd.edu/care/cancer/screening-diagnosis/lung-cancer-high-risk-program/ Quit Smoking: https://health.ucsd.edu/care/cancer/screening-diagnosis/lung-cancer-high-risk-program/quit-smoking/ This video is part of our monthly ""Focus on Health"" series featuring UC San Diego experts discussing health topics relevant to our community. See more videos in this series: https://www.youtube.com/playlist?list=PLp5o_4MxOoYQp05t-pJc8AVrmJGB8MXQH Mark Onaitis, MD, is a board-certified thoracic surgeon who specializes in treating malignant and benign conditions of the chest, including lung and esophageal cancers. More about Dr.Onaitis: https://providers.ucsd.edu/details/32638/cardiothoracic-(heart-and-lung)-surgery-cancer-surgery 00:00 Intro 00:09 Meet Dr. Onaitis 00:23 Non-invasive Screenings for Early Detection 00:36 Nationally Ranked Cancer and Pulmonary Care 00:51 Turn to San Diego's Best","UCSD,UC San Diego Health,Lung Cancer,Lung Cancer Treatment,Moores Cancer Center,Thoracic Surgeon,Lung Cancer Screening",27,Education,"Health,Society",PT1M8S,68,2d,hd,true,,en-US,https://i.ytimg.com/vi/RIZBjFLxS0c/maxresdefault.jpg,,,,,344,0,,0,
19,UCOaegTYfii7Gl9ytqZa8i_Q,"UC San Diego Health",Qj2_UIMlwIs,2024-11-27T16:42:53Z,"2024-11-27 16:42:53","Day in the Life of a Patient Access Representative","Ever wonder what a day in the life of a patient access representative is like? Tyron Thomas walks us through his routine as a patient access representative at UC San Diego Health. Patient access representatives play an important role in health care settings, serving as the first point of contact for patients seeking medical services. They help ensure that patients receive timely, efficient and high-quality care while also supporting the operational and financial success of the organization. UC San Diego Health is the only academic health system in the San Diego region, providing leading-edge care in patient care, biomedical research, education and community service. If you are interested in joining a team that provides world-class care, visit employment.ucsd.edu","patient access rep,patient access representative,administrative hospital jobs,san diego jobs,Ucsd,ucsd jobs,UC San Diego,UCSD Health,UC San Diego Health,UCSD Health jobs,Day in the life of an admin workero,admin worker,Jobs at a hospital,career in patient care,clinic job,employmen opportunities at UC San Diego Health,what is a good job at a hospital,unique jobs,patient navigator,hospital clerk,jobs that help patients",27,Education,"Health,Knowledge",PT1M35S,95,2d,hd,false,,ay,https://i.ytimg.com/vi/Qj2_UIMlwIs/maxresdefault.jpg,,,,,2322,81,,0,
20,UCOaegTYfii7Gl9ytqZa8i_Q,"UC San Diego Health",c3lCJVzW_x4,2024-11-21T19:15:35Z,"2024-11-21 19:15:35","Período de inscripción abierta con el Dr. Vicente Díaz-González, MD","El Dr. Vicente Díaz-González, MD, explica por qué deberías considerar a UC San Diego Health como la mejor opción para tu cuidado médico durante el período de inscripción abierta. En UC San Diego Health ofrecemos servicios completos de atención primaria y también acceso a especialistas de clase mundial cuando sea necesario. También tendrás acceso a los últimos avances en medicina. Descubre cómo cambiarte a UC San Diego Health: https://health.ucsd.edu/campaigns/open-enrollment/ El Dr. Vicente Díaz-González, MD, está certificado en medicina interna y pediatría. Él ofrece atención primaria a adultos y niños, incluyendo cuidado preventivo, diagnóstico y tratamiento de enfermedades agudas y crónicas, y también tiene amplia experiencia en medicina interna y pediatría. Más información sobre el Dr. Vicente Díaz-González: https://providers.ucsd.edu/details/1790745776/primary-care-internal-medicine 0:00 Focus on Health – Período de inscripción abierta 0:11 Conoce al Dr. Vicente Díaz-González 0:22 El sistema de salud de UC San Diego Health 0:39 Cómo acceder a UC San Diego Health","Dr. Vicente Diaz-Gonzalez,ucsd health,ucsd,san diego PCP,médico general,doctor ucsd,médico de atención primaria,medicina interna,doctor medicina interna,internista,pediatría,médico de atención primaria en san diego,servicios de atención primaria en San Diego,enfermedades crónicas,enfermedades infecciosas pediátricas,MG,calidad de vida,problemas de salud,pacientes que hablan español,pacientes hispanos,doctor que habla español,servicios médicos en español",27,Education,"Health,Knowledge",PT1M8S,68,2d,hd,true,,en-US,https://i.ytimg.com/vi/c3lCJVzW_x4/maxresdefault.jpg,,,,,183,1,,0,
