position,channelId,channelTitle,videoId,publishedAt,publishedAtSQL,videoTitle,videoDescription,tags,videoCategoryId,videoCategoryLabel,topicCategories,duration,durationSec,dimension,definition,caption,defaultLanguage,defaultLAudioLanguage,thumbnail_maxres,licensedContent,locationDescription,latitude,longitude,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
86,UCtEWTaMjqOH8J1Gy06Ey0Yg,"The Holistic Psychologist",uHYo79cV5Ok,2024-12-03T20:00:26Z,"2024-12-03 20:00:26","How to co-regulate with your partner: building emotional balance together","Join my private healing community here: https://selfhealerscircle.com/ Order my books: ""How To Be The Love You Seek"" https://howtobetheloveyouseek.com ""How to Meet Yourself"" https://howtomeetyourself.com ""How to Do the Work"" https://theholisticpsychologist.com/how-to-do-the-work/ Get my FREE Relationship Future Self Journal: https://theholisticpsychologist.com/relationship-future-self-journal/ Complete transcript: How to co-regulate with your partner: building emotional balance together Close your eyes and focus on deep breathing from your belly. Your heart and nervous system will go into cohesion. Our nervous systems are always communicating with each other... Co-regulation allows us to create peaceful homes and stronger relationships.","Dr. Nicole,The SelfHealers Circle,How to be the love you seek,How to do the work,how to meet yourself,Holistic healing,Dr. Nicole LePera,Mental health,Healing journey,Self Help",27,Education,Lifestyle_(sociology),PT37S,37,2d,hd,false,,en,https://i.ytimg.com/vi/uHYo79cV5Ok/maxresdefault.jpg,1,,,,21356,1826,,0,40
87,UCtEWTaMjqOH8J1Gy06Ey0Yg,"The Holistic Psychologist",E3Y9a0aI-qw,2024-12-01T20:00:07Z,"2024-12-01 20:00:07","How to calm your partner’s nervous system: simple steps to support them","Join my private healing community here: https://selfhealerscircle.com/ Order my books: ""How To Be The Love You Seek"" https://howtobetheloveyouseek.com ""How to Meet Yourself"" https://howtomeetyourself.com ""How to Do the Work"" https://theholisticpsychologist.com/how-to-do-the-work/ Get my FREE Relationship Future Self Journal: https://theholisticpsychologist.com/relationship-future-self-journal/ Complete transcript: How to calm your partner’s nervous system: simple steps to support them How to help someone through anxiety, grief, or intense nervousness. Have your partner fully relax their body and start rocking movement. Rocking activates a primal calming response in our nervous system. If they start to cry or yawn, just take deep breaths and visualize your heart rate slwing down.","Dr. Nicole,The SelfHealers Circle,How to be the love you seek,How to do the work,how to meet yourself,Holistic healing,Dr. Nicole LePera,Mental health,Healing journey,Self Help",27,Education,"Health,Lifestyle_(sociology)",PT21S,21,2d,hd,false,,en,https://i.ytimg.com/vi/E3Y9a0aI-qw/maxresdefault.jpg,1,,,,140147,10626,,0,305
88,UCtEWTaMjqOH8J1Gy06Ey0Yg,"The Holistic Psychologist",zqrI1vUrmXg,2024-11-30T19:00:28Z,"2024-11-30 19:00:28","Use this Meditation to get out of survival mode","Join my private healing community here: https://selfhealerscircle.com/ Order my books: ""How To Be The Love You Seek"" https://howtobetheloveyouseek.com ""How to Meet Yourself"" https://howtomeetyourself.com ""How to Do the Work"" https://theholisticpsychologist.com/how-to-do-the-work/ Get my FREE Relationship Future Self Journal: https://theholisticpsychologist.com/relationship-future-self-journal/","Dr. Nicole,The SelfHealers Circle,How to be the love you seek,How to do the work,how to meet yourself,Holistic healing,Dr. Nicole LePera,Mental health,Healing journey,Self Help",27,Education,Health,PT16M18S,978,2d,hd,false,,en,https://i.ytimg.com/vi/zqrI1vUrmXg/maxresdefault.jpg,,,,,28859,1269,,0,75
89,UCtEWTaMjqOH8J1Gy06Ey0Yg,"The Holistic Psychologist",N_9_Zm1Q8U4,2024-11-29T20:00:09Z,"2024-11-29 20:00:09","If avoidants were honest","Join my private healing community here: https://selfhealerscircle.com/ Order my books: ""How To Be The Love You Seek"" https://howtobetheloveyouseek.com ""How to Meet Yourself"" https://howtomeetyourself.com ""How to Do the Work"" https://theholisticpsychologist.com/how-to-do-the-work/ Get my FREE Relationship Future Self Journal: https://theholisticpsychologist.com/relationship-future-self-journal/ Complete transcript: If avoidants were honest: What they’re really thinking in relationships Person 1: We've been together for about nine months and I'm starting to have second thoughts. Person 2: You just told me how happy you were last week. We don't fight at all we're planning a future together, so this really feels out of nowhere for me. Person 1: Oh, not for me, I have doubts here and there. I just didn't tell you. I know I gave you reassurance and made you promises, but I just realized we're not compatible. Person 2: What makes us not compatible? Person 1: Emotional intimacy makes me feel overwhelmed, like I'm in a pressure cooker. So I've come up with so many reasons why we don't work, and they're all things I like to change about you. You see I struggle to be introspective and look at myself in the role that I play. Ultimately, I blame my partners, and then I blindside them with a break up. Person 2: Couldn't we have just had a conversation and try to work things through? If feels like you're throwing away this relationship. And you're not even trying to let me in or see what the issues really are. Person 1: Oh I am. At this point I've decided this won't work. And I could really have brought this up sooner, but that would require me to be honest about how I feel, and have difficult conversations. It would require me to actually look at myself in the role that I play. And I don't know how to do that, so I run. Alright, I need to self isolate now.","Dr. Nicole,The SelfHealers Circle,How to be the love you seek,How to do the work,how to meet yourself,Holistic healing,Dr. Nicole LePera,Mental health,Healing journey,Self Help",27,Education,"Health,Lifestyle_(sociology)",PT59S,59,2d,hd,false,,en,https://i.ytimg.com/vi/N_9_Zm1Q8U4/maxresdefault.jpg,1,,,,203752,14871,,0,534
90,UCtEWTaMjqOH8J1Gy06Ey0Yg,"The Holistic Psychologist",swcLlA9cfeE,2024-11-26T20:00:23Z,"2024-11-26 20:00:23","Quick 4 minute facelift for instant glow","Join my private healing community here: https://selfhealerscircle.com/ Order my books: ""How To Be The Love You Seek"" https://howtobetheloveyouseek.com ""How to Meet Yourself"" https://howtomeetyourself.com ""How to Do the Work"" https://theholisticpsychologist.com/how-to-do-the-work/ Get my FREE Relationship Future Self Journal: https://theholisticpsychologist.com/relationship-future-self-journal/ Complete transcript: Quick 4-minute facelift for instant glow Look at your face in the mirror before and after to see the change. Place your finger under the soft part of your eye and move it up and down. Do this for 2 minutes. Then move it side to side. Do this for 2 minutes. Now do the other side. This improves the function of cranial nerves V and VII. It makes you smile more nature, improves blood circulation to the skin, and you'll feel more open to connection (empathy)","Dr. Nicole,The SelfHealers Circle,How to be the love you seek,How to do the work,how to meet yourself,Holistic healing,Dr. Nicole LePera,Mental health,Healing journey,Self Help",27,Education,"Health,Lifestyle_(sociology)",PT59S,59,2d,hd,false,,en,https://i.ytimg.com/vi/swcLlA9cfeE/maxresdefault.jpg,1,,,,563510,22039,,0,275
91,UCtEWTaMjqOH8J1Gy06Ey0Yg,"The Holistic Psychologist",F8LBkYW73uw,2024-11-24T20:00:05Z,"2024-11-24 20:00:05","Hand ice bath: Quick anxiety relief","Join my private healing community here: https://selfhealerscircle.com/ Order my books: ""How To Be The Love You Seek"" https://howtobetheloveyouseek.com ""How to Meet Yourself"" https://howtomeetyourself.com ""How to Do the Work"" https://theholisticpsychologist.com/how-to-do-the-work/ Get my FREE Relationship Future Self Journal: https://theholisticpsychologist.com/relationship-future-self-journal/ Complete Transcript: Hand ice bath: Quick anxiety relief Do this when you feel anxious. Put your hands in ice for 10-30 seconds. This will increase dopamine and activate your parasympathetic nervous system. Breathe into the sensation and tell yourself it's safe to experience the cold. Notice how you feel calmer, more relaxed, and back in your body.","Dr. Nicole,The SelfHealers Circle,How to be the love you seek,How to do the work,how to meet yourself,Holistic healing,Dr. Nicole LePera,Mental health,Healing journey,Self Help",27,Education,"Health,Lifestyle_(sociology)",PT32S,32,2d,hd,false,,en,https://i.ytimg.com/vi/F8LBkYW73uw/maxresdefault.jpg,1,,,,332702,14922,,0,290
92,UCtEWTaMjqOH8J1Gy06Ey0Yg,"The Holistic Psychologist",UZfX8XUtj0o,2024-11-23T19:00:23Z,"2024-11-23 19:00:23","Things your emotionally immature parent (EIP) might do...","Join my private healing community here: https://selfhealerscircle.com/ Order my books: ""How To Be The Love You Seek"" https://howtobetheloveyouseek.com ""How to Meet Yourself"" https://howtomeetyourself.com ""How to Do the Work"" https://theholisticpsychologist.com/how-to-do-the-work/ Get my FREE Relationship Future Self Journal: https://theholisticpsychologist.com/relationship-future-self-journal/ Things your emotionally immature parent (EIP) might do... 5 types of emotionally immature parents Keypoints: 0:00 Intro 5 Types of Emotionally Immature Parents 0:28 Empower ourselves by understanding their behaviors and reactions 1:02 Reactive Parent: Emotional Rollercoaster 3:30 Disconnected Parent: Shutdown or Freeze State 5:03 Perfectionistic Parent: Over-focused on appearances 7:21 Critical Parent: Tough Love 9:27 Approval Seeking Parent: Seeking Validation from Child 11:21 Which of these emotionally immature parents did YOU experience? #emotionallyimmatureparents #parentingstyle #parents #toxicrelationship #toxicparents","Dr. Nicole,The SelfHealers Circle,How to be the love you seek,How to do the work,how to meet yourself,Holistic healing,Dr. Nicole LePera,Mental health,Healing journey,Self Help",27,Education,Health,PT11M28S,688,2d,hd,false,,en,https://i.ytimg.com/vi/UZfX8XUtj0o/maxresdefault.jpg,1,,,,28883,1752,,0,235
93,UCtEWTaMjqOH8J1Gy06Ey0Yg,"The Holistic Psychologist",EpJW8VpBvng,2024-11-22T20:00:07Z,"2024-11-22 20:00:07","Release stress and anxiety trapped in your body","Join my private healing community here: https://selfhealerscircle.com/ Order my books: ""How To Be The Love You Seek"" https://howtobetheloveyouseek.com ""How to Meet Yourself"" https://howtomeetyourself.com ""How to Do the Work"" https://theholisticpsychologist.com/how-to-do-the-work/ Get my FREE Relationship Future Self Journal: https://theholisticpsychologist.com/relationship-future-self-journal/ Complete transcript: Release stress and anxiety trapped in your body How to clear stress and anxiety released from your body. Neurogenic tremors are our body's natural regulating response to stress or trauma. You'll notice wild animals do the same thing after a stressful event. We also need this to release and to rebalance our nervous system. But we suppress this natural response because it's not ""socially accepted"" In a comfortable space, we can let our body do this and notice how calm we feel afterward. If you want to yawn or cry, let yourself. These are both signs that your body is going into a parasympathetic state.","Dr. Nicole,The SelfHealers Circle,How to be the love you seek,How to do the work,how to meet yourself,Holistic healing,Dr. Nicole LePera,Mental health,Healing journey,Self Help",27,Education,"Health,Lifestyle_(sociology)",PT49S,49,2d,hd,false,,en,https://i.ytimg.com/vi/EpJW8VpBvng/maxresdefault.jpg,1,,,,99524,11409,,0,210
94,UCtEWTaMjqOH8J1Gy06Ey0Yg,"The Holistic Psychologist",si5oAbov0VI,2024-11-19T20:00:22Z,"2024-11-19 20:00:22","Vagus nerve hacks for instant calm","Join my private healing community here: https://selfhealerscircle.com/ Order my books: ""How To Be The Love You Seek"" https://howtobetheloveyouseek.com ""How to Meet Yourself"" https://howtomeetyourself.com ""How to Do the Work"" https://theholisticpsychologist.com/how-to-do-the-work/ Get my FREE Relationship Future Self Journal: https://theholisticpsychologist.com/relationship-future-self-journal/ Complete transcript: Vagus nerve hacks for instant calm If you feel anxious or depressed, move your head right to left to see how well your vagus nerve is functioning. Less mobility and stiffness means you need a reset. Touch the base of your skull and you'll find a hard-feeling occipital bone. Push the skin firmly to the left and hold for 30 seconds. Now push the skin to the right and hold for 30 seconds. Next do the other side. Push the skin firmly to the right and hold for 30 seconds. Now push firmly to the left and hold for 30 seconds. This stimulates the occipital nerve and vagus nerve creating more blood flow to the brain. This will put your body into a rest and digest state. Now test your mobility to the right and left. If there's more mobility and less pain your vagus nerve is functioning properly.","Dr. Nicole,The SelfHealers Circle,How to be the love you seek,How to do the work,how to meet yourself,Holistic healing,Dr. Nicole LePera,Mental health,Healing journey,Self Help",27,Education,"Health,Lifestyle_(sociology)",PT59S,59,2d,hd,false,,en,https://i.ytimg.com/vi/si5oAbov0VI/maxresdefault.jpg,1,,,,813258,71355,,0,731
95,UCtEWTaMjqOH8J1Gy06Ey0Yg,"The Holistic Psychologist",vQOrT3Sk_rI,2024-11-17T20:00:21Z,"2024-11-17 20:00:21","Simple steps to free your body from trauma","Join my private healing community here: https://selfhealerscircle.com/ Order my books: ""How To Be The Love You Seek"" https://howtobetheloveyouseek.com ""How to Meet Yourself"" https://howtomeetyourself.com ""How to Do the Work"" https://theholisticpsychologist.com/how-to-do-the-work/ Get my FREE Relationship Future Self Journal: https://theholisticpsychologist.com/relationship-future-self-journal/ Complete transcript: Simple steps to free your body from trauma This is a way to release trauma from your body. It's called TRE (Trauma release exercise) Stand against a wall on your toes for 30 seconds- 2 minutes on your toes. Let your muscles and body get fatigued. You will start to shake. Take slow, steady breaths. This is your body discharging sympathetic energy. You might want to cry or yawn. Take a deep breath and feel the calm afterward.","Dr. Nicole,The SelfHealers Circle,How to be the love you seek,How to do the work,how to meet yourself,Holistic healing,Dr. Nicole LePera,Mental health,Healing journey,Self Help",27,Education,"Health,Lifestyle_(sociology)",PT34S,34,2d,hd,false,,en,https://i.ytimg.com/vi/vQOrT3Sk_rI/maxresdefault.jpg,1,,,,745353,61061,,0,952
96,UCtEWTaMjqOH8J1Gy06Ey0Yg,"The Holistic Psychologist",talOAH5p0Xk,2024-11-16T19:00:23Z,"2024-11-16 19:00:23","This might have you walking on eggshells","Jekyll and Hyde parents can be kind in public and explosive in private. How being raised this way impacts us: https://x.com/Theholisticpsyc/status/1627410757020422144 Join my private healing community here: https://selfhealerscircle.com/ Order my books: ""How To Be The Love You Seek"" https://howtobetheloveyouseek.com ""How to Meet Yourself"" https://howtomeetyourself.com ""How to Do the Work"" https://theholisticpsychologist.com/how-to-do-the-work/ Get my FREE Relationship Future Self Journal: https://theholisticpsychologist.com/relationship-future-self-journal/ This might have you walking on eggshells The Jekyll and Hyde parent Keypoints 0:00 The term Jekyll and Hyde parents 1:15 Key traits of Jekyll and Hyde parents 1:19 Consumed with public persona 2:23 Brags but takes little interest in your life 3:24 Short fuse, can't regulate emotions 7:08 Secretive 10:05 How to heal if you were raised by Jekyll and Hyde parents 10:10 Understand it isn't personal 11:48 Have empathy but place boundaries 13:37 Spend time healing your body 16:24 Reminders: be patient and kind with yourself and keep daily promises 16:55 Share what it was like with your Jekyll and Hyde parents? What did you find helpful to begin to heal? #toxicparents #boundaries #boundariesmatter #healing #healingjourney","Dr. Nicole,The SelfHealers Circle,How to be the love you seek,How to do the work,how to meet yourself,Holistic healing,Dr. Nicole LePera,Mental health,Healing journey,Self Help",27,Education,Health,PT17M4S,1024,2d,hd,false,,en,https://i.ytimg.com/vi/talOAH5p0Xk/maxresdefault.jpg,1,,,,14544,930,,0,146
97,UCtEWTaMjqOH8J1Gy06Ey0Yg,"The Holistic Psychologist",EW3ReVjXjE4,2024-11-15T20:00:10Z,"2024-11-15 20:00:10","Quick tip to calm anxiety fast","Join my private healing community here: https://selfhealerscircle.com/ Order my books: ""How To Be The Love You Seek"" https://howtobetheloveyouseek.com ""How to Meet Yourself"" https://howtomeetyourself.com ""How to Do the Work"" https://theholisticpsychologist.com/how-to-do-the-work/ Get my FREE Relationship Future Self Journal: https://theholisticpsychologist.com/relationship-future-self-journal/ Complete transcript: Quick tip to calm anxiety fast Use your right and pull your head to your shoulder. Focus your eyes ONLY to the upper left corner. Hold for 30 seconds. Repeat on the other side. The vagus nerve runs through the neck and this stretch helps to discharge sympathetic energy from the body. The movement of our eyes upward signals to the body that we're safe and can go into a parasympathetic state. If you feeling like crying or yawning...allow it. Your body is soothing itself.","Dr. Nicole,The SelfHealers Circle,How to be the love you seek,How to do the work,how to meet yourself,Holistic healing,Dr. Nicole LePera,Mental health,Healing journey,Self Help",27,Education,"Health,Lifestyle_(sociology)",PT32S,32,2d,hd,false,,en,https://i.ytimg.com/vi/EW3ReVjXjE4/maxresdefault.jpg,1,,,,67344,5979,,0,70
98,UCtEWTaMjqOH8J1Gy06Ey0Yg,"The Holistic Psychologist",am-z5k7XFrQ,2024-11-12T20:00:03Z,"2024-11-12 20:00:03","Were you a parentified daughter? | signs to look for","Join my private healing community here: https://selfhealerscircle.com/ Order my books: ""How To Be The Love You Seek"" https://howtobetheloveyouseek.com ""How to Meet Yourself"" https://howtomeetyourself.com ""How to Do the Work"" https://theholisticpsychologist.com/how-to-do-the-work/ Get my FREE Relationship Future Self Journal: https://theholisticpsychologist.com/relationship-future-self-journal/ Complete transcript: Were you a parentified daughter? | Signs to look for Therapist: The parentified daughter grows up as a peacemaker in the home, who has to manage everyone else's emotions. She acts like a therapist to one or both of her parents. And never shows her own stress within the chaos. She may appear calm and relaxed but that's because she disassociated years ago to survive in her environment. The only way her anxiety is soothed is by constantly checking in on other people. (this is called emotional monitoring) And making sure no one feels bad or left out. Through the entire process, her needs go unmet and the only identity she knows is by being a caretaker or the glue of the family. She might even hear from family members that they couldn't live without her or that they would fall apart if she wasn't around. Keep in mind this isn't a compliment, and is a sign that they're actually over-relying on and over-depending upon her. And it's also a reminder to her, that no one even notices she's silently suffering.","Dr. Nicole,The SelfHealers Circle,How to be the love you seek,How to do the work,how to meet yourself,Holistic healing,Dr. Nicole LePera,Mental health,Healing journey,Self Help",27,Education,"Health,Lifestyle_(sociology)",PT49S,49,2d,hd,false,,en,https://i.ytimg.com/vi/am-z5k7XFrQ/maxresdefault.jpg,1,,,,121674,12312,,0,358
99,UCtEWTaMjqOH8J1Gy06Ey0Yg,"The Holistic Psychologist",x7D24oqSD1o,2024-11-10T20:00:26Z,"2024-11-10 20:00:26","Raised by an emotionally immature father? | What to know","Join my private healing community here: https://selfhealerscircle.com/ Order my books: ""How To Be The Love You Seek"" https://howtobetheloveyouseek.com ""How to Meet Yourself"" https://howtomeetyourself.com ""How to Do the Work"" https://theholisticpsychologist.com/how-to-do-the-work/ Get my FREE Relationship Future Self Journal: https://theholisticpsychologist.com/relationship-future-self-journal/ Complete transcript: Raised by an emotionally immature father? | How it affects you Child: Have you ever noticed dad is emotionally immature? Mom: Sadly I have. Child: He blames everyone around him for the way he acts. He never apologizes to you, and it's pretty much his way or the highway. When things don't go his way he sulks, kind of like me. Mom: Who knew you were noticing all that. Child: Here's my take. I love Grandma, but as a mom she never held dad accountable. She never had any boundaries or limits. She coddled him around the consequences of his own actions. Because she was so overbearing and made him the golden child. He really did miss a lot of maturing. Over time he started to believe that a woman's role was to blindly praise him. And he never learned how to hold space for a woman's emotions. Or how to listen to difficult truths about himself. He gets so defensive because he doesn't understand that accountability is actually a form of love.","Dr. Nicole,The SelfHealers Circle,How to be the love you seek,How to do the work,how to meet yourself,Holistic healing,Dr. Nicole LePera,Mental health,Healing journey,Self Help",27,Education,"Health,Lifestyle_(sociology)",PT49S,49,2d,hd,false,,en,https://i.ytimg.com/vi/x7D24oqSD1o/maxresdefault.jpg,1,,,,71980,6973,,0,128
100,UCtEWTaMjqOH8J1Gy06Ey0Yg,"The Holistic Psychologist",Qpzdxb1Q2Yk,2024-11-09T19:00:18Z,"2024-11-09 19:00:18","Reminders if your parent is narcissistic","Watch me previous content on narcisstic parents: https://youtu.be/pTNDh59Tuvs ""Signs your parent is a narcissist"" https://youtu.be/A_IU-S2Elnw ""How narcissistic parents change you"" Join my private healing community here: https://selfhealerscircle.com/ Order my books: ""How To Be The Love You Seek"" https://howtobetheloveyouseek.com ""How to Meet Yourself"" https://howtomeetyourself.com ""How to Do the Work"" https://theholisticpsychologist.com/how-to-do-the-work/ Get my FREE Relationship Future Self Journal: https://theholisticpsychologist.com/relationship-future-self-journal/ Reminders if your parent is narcissistic How to deal with a narcissistic parent Keypoints 0:00 How to deal with a narcissistic parent 0:52 Greatest impacts of being raised by a narcissistic parent 1:24 Quick signs you might have been raised by a narcissistic parent 2:32 Helpful reminders as you heal 3:01 Your parent is developmentally immature 5:38 Your parent is not the authority on truth, you are 7:39 You are not responsible for the outcome of your parent's life 10:07 You can reparent yourself 12:21 You can grieve the parent you never got 14:35 Reminder you are always good enough and capable 14:57 Share your experience with your narcissistic parent #narcissist #narcissism #narcissisticparents #reparenting #parenting","Dr. Nicole,The SelfHealers Circle,How to be the love you seek,How to do the work,how to meet yourself,Holistic healing,Dr. Nicole LePera,Mental health,Healing journey,Self Help",27,Education,Health,PT15M2S,902,2d,hd,false,,en,https://i.ytimg.com/vi/Qpzdxb1Q2Yk/maxresdefault.jpg,1,,,,16236,1382,,0,116
101,UCtEWTaMjqOH8J1Gy06Ey0Yg,"The Holistic Psychologist",A5tI6O4APkI,2024-11-08T20:00:04Z,"2024-11-08 20:00:04","How to stop anxiety fast | quick tip that works","Join my private healing community here: https://selfhealerscircle.com/ Order my books: ""How To Be The Love You Seek"" https://howtobetheloveyouseek.com ""How to Meet Yourself"" https://howtomeetyourself.com ""How to Do the Work"" https://theholisticpsychologist.com/how-to-do-the-work/ Get my FREE Relationship Future Self Journal: https://theholisticpsychologist.com/relationship-future-self-journal/ Complete transcript: How to stop anxiety fast | quick tip that works Vagus nerve activation. Your vagus nerve runs through your ear, pull down, and do small, slow circles on both sides. Notice your nervous system starts to calm. You might yawn, have an urge to cry, or an impulse to open your jaw. Your body is coming out of fight or flight.","Dr. Nicole,The SelfHealers Circle,How to be the love you seek,How to do the work,how to meet yourself,Holistic healing,Dr. Nicole LePera,Mental health,Healing journey,Self Help",27,Education,"Health,Lifestyle_(sociology)",PT35S,35,2d,hd,false,,en,https://i.ytimg.com/vi/A5tI6O4APkI/maxresdefault.jpg,1,,,,117608,11620,,0,225
102,UCtEWTaMjqOH8J1Gy06Ey0Yg,"The Holistic Psychologist",yTIezrPgOrY,2024-11-05T20:00:33Z,"2024-11-05 20:00:33","Unrealistic expectations from emotionally immature parents | Explained","Join my private healing community here: https://selfhealerscircle.com/ Order my books: ""How To Be The Love You Seek"" https://howtobetheloveyouseek.com ""How to Meet Yourself"" https://howtomeetyourself.com ""How to Do the Work"" https://theholisticpsychologist.com/how-to-do-the-work/ Get my FREE Relationship Future Self Journal: https://theholisticpsychologist.com/relationship-future-self-journal/ Complete transcript: Unrealistic expectations from emotionally immature parents | Explained Therapist: The emotionally immature parent sees their children as a source of their self esteem. Their children really do have an unspoken job, and that job is to soothe their own emotions. Not to have their own opinion and never to talk back. They believe that their children should understand the sacrifices that they made and to praise them consistently for making those sacrifices. They don't understand that children aren't responsible for meeting their parent's emotional needs. Children have their own emotional needs, and it's the parent's responsibility to meet them. Emotionally immature parents tend to create people-pleasers, because their children learn to be a constant source of emotional validation.","Dr. Nicole,The SelfHealers Circle,How to be the love you seek,How to do the work,how to meet yourself,Holistic healing,Dr. Nicole LePera,Mental health,Healing journey,Self Help",27,Education,"Health,Lifestyle_(sociology)",PT36S,36,2d,hd,false,,en,https://i.ytimg.com/vi/yTIezrPgOrY/maxresdefault.jpg,1,,,,53031,6432,,0,154
103,UCtEWTaMjqOH8J1Gy06Ey0Yg,"The Holistic Psychologist",8HMt2YXTdHg,2024-11-03T20:00:03Z,"2024-11-03 20:00:03","How to tell if you're dissociating | 4 quick signs to look for","Join my private healing community here: https://selfhealerscircle.com/ Order my books: ""How To Be The Love You Seek"" https://howtobetheloveyouseek.com ""How to Meet Yourself"" https://howtomeetyourself.com ""How to Do the Work"" https://theholisticpsychologist.com/how-to-do-the-work/ Get my FREE Relationship Future Self Journal: https://theholisticpsychologist.com/relationship-future-self-journal Complete transcript: How to tell if you're dissociating | Quick signs to look for Therapist: Dissociation is when we leave our body during trauma or any time we experience extreme or chronic stress, that exceeds our capacity to deal with it our brain steps in to protect us. There's a split between your mind and your body. You'll know you're in this state when you feel really checked out, numb or even stuck in place, even though time is passing. You might even look like you're emotionless or that you don't care, but that's the thing about dissociation, you appear really cold and apathetic, but you're really in shutdown mode. So here are 4 quick signs that you might be starting to dissociate. 1. Your brain feels foggy and might even struggle to speak or communicate. 2. Your body is numb and motionless. And often you have no energy. 3. You struggle to feel your emotions, like sadness or anger and you might even worry that something's wrong with you. 4. You feel dizzy. And in some intense cases, you might even feel like you're above yourself or even blacking out. If this resonates: HOW TO GET YOURSELF OUT OF DISSOCIATION 1. Use ice water (just for hands if showers are too intense) take deep breaths and focus on the sensation 2. Use movement like jumping, dancing, shaking, or light stretching 3. Get into nature and stillness 4. Practice breathwork (3 deep, slow breaths from the belly is a quick and simple process.","Dr. Nicole,The SelfHealers Circle,How to be the love you seek,How to do the work,how to meet yourself,Holistic healing,Dr. Nicole LePera,Mental health,Healing journey,Self Help",27,Education,"Health,Lifestyle_(sociology)",PT57S,57,2d,hd,false,,en,https://i.ytimg.com/vi/8HMt2YXTdHg/maxresdefault.jpg,1,,,,187843,17148,,0,388
104,UCtEWTaMjqOH8J1Gy06Ey0Yg,"The Holistic Psychologist",gqweQ8JX1Kg,2024-11-02T19:14:25Z,"2024-11-02 19:14:25","Do these things to improve your vagal tone","Join my private healing community here: https://selfhealerscircle.com/ Order my books: ""How To Be The Love You Seek"" https://howtobetheloveyouseek.com ""How to Meet Yourself"" https://howtomeetyourself.com ""How to Do the Work"" https://theholisticpsychologist.com/how-to-do-the-work/ Get my FREE Relationship Future Self Journal: https://theholisticpsychologist.com/relationship-future-self-journal/ Do these things to improve your vagal tone How to help your vagus nerve Keypoints 0:00 3 Practices to improve vagal tone 3:20 Cold exposure 4:31 Breathwork 6:06 Awe 8:00 Have you heard of the vagus nerve? 8:02 Do you have your own practice that helped you increase your vagal tone? #vagusnerve #vagaltone #stressrelief #nervoussystem #nervoussystemhealing","Dr. Nicole,The SelfHealers Circle,How to be the love you seek,How to do the work,how to meet yourself,Holistic healing,Dr. Nicole LePera,Mental health,Healing journey,Self Help",27,Education,,PT8M11S,491,2d,hd,false,,en,https://i.ytimg.com/vi/gqweQ8JX1Kg/maxresdefault.jpg,1,,,,17528,1478,,0,118
105,UCtEWTaMjqOH8J1Gy06Ey0Yg,"The Holistic Psychologist",8ImI2w0r91A,2024-11-01T19:00:05Z,"2024-11-01 19:00:05","Stuck in freeze mode? | Quick ways to reconnect with your body","Join my private healing community here: https://selfhealerscircle.com/ Order my books: ""How To Be The Love You Seek"" https://howtobetheloveyouseek.com ""How to Meet Yourself"" https://howtomeetyourself.com ""How to Do the Work"" https://theholisticpsychologist.com/how-to-do-the-work/ Get my FREE Relationship Future Self Journal: https://theholisticpsychologist.com/relationship-future-self-journal/ Complete transcript: Stuck in freeze mode? | Quick ways to reconnect with your body Therapist: Place your hands together and take a deep inhale. Slowly exhale and hold the exhale (do not breathe in). Press hands together until you visibly shake (release the sympathetic energy). You might feel like crying or yawning (let yourself). Inhale when you have the urge to breathe.","Dr. Nicole,The SelfHealers Circle,How to be the love you seek,How to do the work,how to meet yourself,Holistic healing,Dr. Nicole LePera,Mental health,Healing journey,Self Help",27,Education,"Health,Lifestyle_(sociology)",PT22S,22,2d,hd,false,,en,https://i.ytimg.com/vi/8ImI2w0r91A/maxresdefault.jpg,1,,,,72111,8207,,0,169
106,UCtEWTaMjqOH8J1Gy06Ey0Yg,"The Holistic Psychologist",lKSVrvRntbU,2024-10-29T19:00:35Z,"2024-10-29 19:00:35","Bipolar disorder & unresolved grief | The hidden connection","Join my private healing community here: https://selfhealerscircle.com/ Order my books: ""How To Be The Love You Seek"" https://howtobetheloveyouseek.com ""How to Meet Yourself"" https://howtomeetyourself.com ""How to Do the Work"" https://theholisticpsychologist.com/how-to-do-the-work/ Get my FREE Relationship Future Self Journal: https://theholisticpsychologist.com/relationship-future-self-journal Complete transcript: Bipolar disorder & unresolved grief | The hidden connection Therapist: I really wish that more people would start talking about bipolar disorder and unresolved grief. The link between childhood abuse, trauma, and bipolar disorder has been established in the research. What's really happening for many people who have been labeled with this disorder is they're grieving. They're grieving the reality they had to grow up too soon. Or they were violated in their own home. Or they were completely invisible. And no one even noticed or cared if they were even around. Instead of asking what's wrong with you, we need to start asking people what happened to you. Instead of telling people that they're mentally ill, we need to start validating their life experiences. And empowering them with tools like emotional regulation, so they can actually heal.","Dr. Nicole,The SelfHealers Circle,How to be the love you seek,How to do the work,how to meet yourself,Holistic healing,Dr. Nicole LePera,Mental health,Healing journey,Self Help",27,Education,"Health,Lifestyle_(sociology)",PT40S,40,2d,hd,false,,en,https://i.ytimg.com/vi/lKSVrvRntbU/maxresdefault.jpg,1,,,,88965,10507,,0,408
