position,channelId,channelTitle,videoId,publishedAt,publishedAtSQL,videoTitle,videoDescription,tags,videoCategoryId,videoCategoryLabel,topicCategories,duration,durationSec,dimension,definition,caption,defaultLanguage,defaultLAudioLanguage,thumbnail_maxres,licensedContent,locationDescription,latitude,longitude,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
11,UCrSSB3ymfBGktEufiIsf9lw,"Montefiore Health System",LT-kreZOzmA,2025-04-08T01:33:08Z,"2025-04-08 01:33:08","Montefiore Einstein's Gloria Kenny Named Top CHRO for 2025!","Congratulations to Montefiore Einstein’s Gloria Kenny, Senior Vice President and Chief Human Resource Officer (CHRO), who was recognized as one of Becker's Hospital Review’s 2025 “CHROs and Chief People Officers to Know.” Ms. Kenny provides strategic Human Resources leadership for Montefiore Einstein’s more than 40,000 associates. With 30 years of experience, she is leading a next-generation transformation of HR by integrating digital innovation, process optimization and associate engagement evolution to enhance organizational agility and people-first outcomes. Read more in the link in comments. #MontefioreEinstein #BeckersHospitalReview #Healthcare #CHRO #ChiefPeopleOfficer #CHROsAndChiefPeopleOfficersToKnow #Beckers-Hospital-Review","Montefiore,Montefiore Health System,Montefiore Medical Center,Montefiore Hospital,Hospital,Bronx",27,Education,Health,PT11S,11,2d,hd,false,,en,https://i.ytimg.com/vi/LT-kreZOzmA/maxresdefault.jpg,,,,,1439,7,,0,1
12,UCrSSB3ymfBGktEufiIsf9lw,"Montefiore Health System",DO8oczDJyi0,2025-04-02T05:38:32Z,"2025-04-02 05:38:32","The misunderstood thyroid: Myths vs. Facts","The misunderstood thyroid: Myths vs. Facts. Thyroid truths and understanding your body’s metabolic manager. Read on LoHud.com by Montefiore Einstein’s Vafa Tabatabaie, MD, Interim Chief, Division of Endocrinology, and Associate Professor, Department of Orthopedic Surgery in the link in the comments. #MontefioreEinstein #montefioreendo #ThyroidCancer #Cancer #Thyroid #MythsvsFacts #Endocrinology #Lohud","Montefiore,Montefiore Health System,Montefiore Medical Center,Montefiore Hospital,Hospital,Bronx",27,Education,Health,PT26S,26,2d,hd,false,,en,https://i.ytimg.com/vi/DO8oczDJyi0/maxresdefault.jpg,,,,,324,1,,0,1
13,UCrSSB3ymfBGktEufiIsf9lw,"Montefiore Health System",H6NiixXqJ5g,2025-04-01T04:18:41Z,"2025-04-01 04:18:41","Did you know that exercise also benefits your kidneys?","Staying active improves circulation, helps regulate blood pressure, and reduces the risk of kidney disease. Discover how movement strengthens your kidney health. Watch the video to learn more! #MontefioreEinstein #KidneysHealth #KnowYourBody #Wellness #Organ #HealthyBody #HealthAndWellness","Montefiore,Montefiore Health System,Montefiore Medical Center,Montefiore Hospital,Hospital,Bronx",27,Education,"Health,Lifestyle_(sociology)",PT45S,45,2d,hd,false,,en,https://i.ytimg.com/vi/H6NiixXqJ5g/maxresdefault.jpg,,,,,345,3,,0,0
14,UCrSSB3ymfBGktEufiIsf9lw,"Montefiore Health System",u-aK-ElQCck,2025-03-28T04:00:59Z,"2025-03-28 04:00:59","Montefiore Einstein is thrilled to present ""A(I) Brighter Tomorrow: Cancer and Beyond""","Montefiore Einstein is thrilled to present ""A(I) Brighter Tomorrow: Cancer and Beyond,"" a powerful exhibition offering a perspective on the cancer journey through the eyes of artists, scientists, and survivors. Co-curated by Natalia Marin, independent art curator and medical student, and Jodi Moise, Director, The Fine Art Program and Collection, Montefiore Einstein, the exhibition is on display now through April 18th at our Hutchinson Campus (1250 Waters Place, Tower One Lobby, Bronx, NY 10461). Read more in the comments. #MontefioreEinstein #MontefioreFineArt #AIBrighterTomorrow #CancerAwareness #ArtandScience #HealthcareArt #CancerResearch #cancerandbeyond","Montefiore,Montefiore Health System,Montefiore Medical Center,Montefiore Hospital,Hospital,Bronx",27,Education,"Health,Lifestyle_(sociology)",PT38S,38,2d,hd,false,,en,https://i.ytimg.com/vi/u-aK-ElQCck/maxresdefault.jpg,,,,,98,0,,0,1
15,UCrSSB3ymfBGktEufiIsf9lw,"Montefiore Health System",Cb-bB6mgbZc,2025-03-27T03:19:05Z,"2025-03-27 03:19:05","Craving something hearty and healthy? This plant-based chili is packed with bold flavors","Craving something hearty and healthy? This plant-based chili is packed with protein, fiber, and bold flavors. Perfect for a cozy dinner or meal prep for the week! Ingredients: - 1 tbsp + 2 tsp extra-virgin olive oil - 1 medium-large sweet potato, peeled and diced - 1 large onion, diced - 4 cloves garlic, minced - 2 tbsp chili powder - 4 tsp ground cumin - ½ tsp ground chipotle pepper powder - ¼ tsp salt - 2½ cups water - 2 (15 oz) cans black beans, rinsed - 1 (14 oz) can diced tomatoes - 4 tsp lime juice - ½ cup chopped fresh cilantro Directions: 1. Heat oil in a Dutch oven over medium-high heat. Sauté sweet potato and onion until softened (about 4 minutes). Add garlic, chili powder, cumin, chipotle pepper powder, and salt; stir for 30 seconds. 2. Pour in water and bring to a simmer. Cover, reduce heat, and cook until sweet potatoes are tender (10-12 minutes). 3. Stir in beans, tomatoes, and lime juice; simmer for 5 minutes. Remove from heat and mix in cilantro. Serve hot with your favorite toppings like avocado, sour cream, or tortilla chips. Enjoy! #VegetarianChili #HealthyEating #Montefiore #PlantBased #EasyRecipes #MeatlessMeals","Montefiore,Montefiore Health System,Montefiore Medical Center,Montefiore Hospital,Hospital,Bronx",27,Education,"Food,Lifestyle_(sociology)",PT55S,55,2d,hd,false,,en,https://i.ytimg.com/vi/Cb-bB6mgbZc/maxresdefault.jpg,,,,,117,5,,0,0
16,UCrSSB3ymfBGktEufiIsf9lw,"Montefiore Health System",HDdnBokMwLk,2025-03-26T04:39:42Z,"2025-03-26 04:39:42","What you eat affects your kidney health more than you think","What you eat affects your kidney health more than you think. Discover the best foods to keep your kidneys strong and prevent kidney problems. Learn more here! #MontefioreEinstein #KidneysHealth #KnowYourBody #Wellness #Organ #HealthyBody #HealthAndWellness","Montefiore,Montefiore Health System,Montefiore Medical Center,Montefiore Hospital,Hospital,Bronx",27,Education,"Food,Health",PT47S,47,2d,hd,false,,en,https://i.ytimg.com/vi/HDdnBokMwLk/maxresdefault.jpg,,,,,66,1,,0,0
17,UCrSSB3ymfBGktEufiIsf9lw,"Montefiore Health System",qHJJguTeCyU,2025-03-25T04:21:01Z,"2025-03-25 04:21:01","Welcome to the world, Baby Duran, born at Montefiore Einstein’s Jack D. Weiler Hospital","Welcome to the world, Baby Duran, born at Montefiore Einstein’s Jack D. Weiler Hospital (Einstein Campus) on March 16, 2025! Nothing says the luck of the Irish better than a hand crocheted shamrock hat made by one of the nurses in the Neonatal Intensive Care Unit at Weiler. It brought a huge smile to his mom’s face, seeing her little “lucky charm” looking so handsome this St. Patrick’s Day! #MontefioreEinstein #MontefioreBaby #StPatricksDayBaby #LuckOfTheIrish #WelcomeBabyDuran","Montefiore,Montefiore Health System,Montefiore Medical Center,Montefiore Hospital,Hospital,Bronx",27,Education,"Health,Lifestyle_(sociology)",PT15S,15,2d,hd,false,,en,https://i.ytimg.com/vi/qHJJguTeCyU/maxresdefault.jpg,,,,,218,1,,0,0
18,UCrSSB3ymfBGktEufiIsf9lw,"Montefiore Health System",HwpqsH51tjQ,2025-03-24T19:45:17Z,"2025-03-24 19:45:17","Great news for our youngest patients! CHAM has received a 2025 Play Grant from the Toy Foundation™","Great news for our youngest patients! Children’s Hospital at Montefiore Einstein has received a 2025 Play Grant from the Toy Foundation™ to support the importance of play within the hospital. This funding will enhance waiting areas with special toys and interactive games, creating a more engaging and comforting environment for pediatric patients. Read more about the Toy Foundation’s Play Grant in the link in the comments. #MontefioreEinstein #ChildrensHospitalAtMontefioreEinstein #Pediatrics #PlayGrant #PediatricCare #ChildLife #MontefioreEinsteinChildLife #HealingThroughPlay #MontefiorePeds@TheToyFoundation","Montefiore,Montefiore Health System,Montefiore Medical Center,Montefiore Hospital,Hospital,Bronx",27,Education,"Hobby,Lifestyle_(sociology)",PT11S,11,2d,hd,false,,en,https://i.ytimg.com/vi/HwpqsH51tjQ/maxresdefault.jpg,,,,,72,0,,0,1
19,UCrSSB3ymfBGktEufiIsf9lw,"Montefiore Health System",zCDlqDQTVm4,2025-03-21T14:17:38Z,"2025-03-21 14:17:38","Ronald McDonald Family Room Opens at Children's Hospital at Montefiore Einstein","Celebrating the Opening of the Ronald McDonald Family Room at the Children's Hospital at Montefiore Einstein. The family room is part of the Ronald McDonald House New York mission to offer temporary housing and support to pediatric patients and their families so they can focus solely on their child's well-being. For more Montefiore Einstein content, follow us on social at: • Facebook (Eng) – https://www.facebook.com/montefioremedicalcenter • Facebook (Spa) – https://www.facebook.com/MontefioreObjetivoTuSalud • Twitter (Eng) – https://twitter.com/montefiorenyc?lang=en • Instagram (Eng) – https://www.instagram.com/montefiorehealthsystem/ • Instagram (Spa) – https://www.instagram.com/montefioreobjetivotusalud/?hl=en • LinkedIn (Eng) — https://www.linkedin.com/company/montefiore-health-system","Montefiore,Montefiore Health System,Montefiore Medical Center,Montefiore Hospital,Hospital,Bronx",27,Education,"Health,Society",PT6M11S,371,2d,hd,false,,en,,,,,,305,4,,0,0
20,UCrSSB3ymfBGktEufiIsf9lw,"Montefiore Health System",cBWsHLrPeMQ,2025-03-21T14:17:31Z,"2025-03-21 14:17:31","Children’s Hospital at Montefiore Einstein Opens its New Outpatient Rehabilitation Facility","Montefiore Einstein opens its new rehabilitation facility at the Children's Hospital at Montefiore Einstein. This is the first hospital-based outpatient pediatric rehab facility in the Bronx and is one of the only facilities in the region offering hospital-based outpatient physical and occupational therapy that's just for kids. Now children in the community can access specialized therapies and treatments for a range of rehabilitation needs including physical therapy after orthopedic injuries, occupational therapy for children with complex medical conditions and specialized care for those in our LINCS Program which provides multidisciplinary care for children with developmental disabilities or complex chronic conditions. For more Montefiore Einstein content, follow us on social at: • Facebook (Eng) – https://www.facebook.com/montefioremedicalcenter • Facebook (Spa) – https://www.facebook.com/MontefioreObjetivoTuSalud • Twitter (Eng) – https://twitter.com/montefiorenyc?lang=en • Instagram (Eng) – https://www.instagram.com/montefiorehealthsystem/ • Instagram (Spa) – https://www.instagram.com/montefioreobjetivotusalud/?hl=en • LinkedIn (Eng) — https://www.linkedin.com/company/montefiore-health-system","Montefiore,Montefiore Health System,Montefiore Medical Center,Montefiore Hospital,Hospital,Bronx",27,Education,"Health,Society",PT9M22S,562,2d,hd,false,,en,https://i.ytimg.com/vi/cBWsHLrPeMQ/maxresdefault.jpg,,,,,239,4,,0,1
21,UCrSSB3ymfBGktEufiIsf9lw,"Montefiore Health System",Rm-UT4nKY4s,2025-03-19T02:42:14Z,"2025-03-19 02:42:14","Say Hello to your Kidneys","Did you know your kidneys filter 50 gallons of blood a day and help regulate your blood pressure? Discover everything they do to keep your health in balance. Watch this video to learn more! #MontefioreEinstein #KidneysHealth #KnowYourBody #Wellness #Organ #HealthyBody #HealthAndWellness","Montefiore,Montefiore Health System,Montefiore Medical Center,Montefiore Hospital,Hospital,Bronx",27,Education,Health,PT42S,42,2d,hd,false,,en,https://i.ytimg.com/vi/Rm-UT4nKY4s/maxresdefault.jpg,,,,,71,1,,0,0
22,UCrSSB3ymfBGktEufiIsf9lw,"Montefiore Health System",2khSOvGxGVo,2025-03-17T03:36:32Z,"2025-03-17 03:36:32","Hearty tomato soup with beans and greens","There’s nothing like a warm bowl of soup to keep the chill away! This hearty tomato soup with beans and greens is not only delicious but packed with nutrients to fuel your day. Perfect for lunch or dinner, it’s a comfort food classic with a healthy twist. Ingredients: - 1 tablespoon extra-virgin olive oil - 1 large onion, chopped - 4 cloves garlic, minced - 1 tablespoon tomato paste - 1 teaspoon Italian seasoning - ¼ teaspoon crushed red pepper - 2 (15-ounce) cans no-salt-added white beans, rinsed - 4 cups low-sodium vegetable broth - 1 (28-ounce) can no-salt-added diced tomatoes - 6 cups chopped kale or spinach - ¼ teaspoon salt Directions: 1️⃣ Heat oil in a large pot over medium heat. Add onion and cook until softened, about 5 minutes. Stir in garlic, tomato paste, Italian seasoning, and crushed red pepper. Cook for 1 minute. 2️⃣ Add beans, broth, and tomatoes. Bring to a boil, reduce heat, and simmer for 10 minutes. 3️⃣ Use a spoon to mash some of the beans in the pot to thicken the soup. Stir in greens and salt. Simmer until the greens are tender, about 5 minutes more. 4️⃣ Serve hot and enjoy your cozy, nutrient-packed meal! Who’s ready for a soup night? 🥄 #MontefioreEinstein #Montefiore #HealthyEating #TomatoSoup #ComfortFood #WellnessEats #SoupSeason","Montefiore,Montefiore Health System,Montefiore Medical Center,Montefiore Hospital,Hospital,Bronx",27,Education,"Food,Lifestyle_(sociology)",PT49S,49,2d,hd,false,,en,https://i.ytimg.com/vi/2khSOvGxGVo/maxresdefault.jpg,,,,,62,0,,0,0
23,UCrSSB3ymfBGktEufiIsf9lw,"Montefiore Health System",S9i_e0hoChQ,2025-03-15T18:40:55Z,"2025-03-15 18:40:55","Don’t underestimate shingles: What to know about shingles — treating it and preventing it","Don’t underestimate shingles: What to know about shingles — treating it and preventing it. Read on LoHud.com by Montefiore Einstein’s Pamela S. Jakubowicz, MD, Attending Physician and Assistant Professor of Dermatology in the link in the comments. #MontefioreEinstein #Montefiore #Shingles #ShinglesAwareness #ShinglesAwarenessWeek #ShinglesSymptoms #ShinglesFacts #Dermatology #MEAC #MontefioreEinsteinAdvancedCare #Lohud","Montefiore,Montefiore Health System,Montefiore Medical Center,Montefiore Hospital,Hospital,Bronx",27,Education,Health,PT22S,22,2d,hd,false,,en,https://i.ytimg.com/vi/S9i_e0hoChQ/maxresdefault.jpg,,,,,107,3,,0,1
24,UCrSSB3ymfBGktEufiIsf9lw,"Montefiore Health System",_vvoWlHfDWU,2025-03-08T19:17:16Z,"2025-03-08 19:17:16","This season, consider cozying up inside with a warm, delicious bowl of Rosemary White Bean Soup","This season, consider cozying up inside with a warm, delicious bowl of Rosemary White Bean Soup. Known for its very distinctive aroma, rosemary is also an antioxidant and anti-inflammatory that can provide a boost to your immune system during colder months. Ingredients: - 2 cups dried white beans - 6 cups of water - 1 medium onion, chopped - 4 cloves of garlic - 2 bay leaves - A pinch of salt - A pinch of pepper - Olive oil - 1 tablespoon chopped fresh rosemary Directions: 1. Rinse the beans and place them in a pot along with the water, onion, garlic, and bay leaves. 2. Cover and simmer over low heat for approximately 1 hour until beans are tender and soft. 3. After the beans are cooked, immediately place them in an ice bath to prevent them from continuing to cook and overcooking. 4. Remove the bay leaves. 5. Add the cooked beans to a blender. For a chunkier texture, keep some beans unblended. 6. Liquefy until you get a creamy texture. 7. Season with salt and pepper to taste. 8. Serve the soup on a plate and add a dash of olive oil and rosemary to taste. 9. Enjoy! #Montefiore #MontefioreEinstein #Food #HealthyFood #RecipeOfTheDay #EasyRecipeOfTheDay #LoHud #lohud_food","Montefiore,Montefiore Health System,Montefiore Medical Center,Montefiore Hospital,Hospital,Bronx",27,Education,"Food,Lifestyle_(sociology)",PT38S,38,2d,hd,false,,en,https://i.ytimg.com/vi/_vvoWlHfDWU/maxresdefault.jpg,,,,,94,3,,0,0
25,UCrSSB3ymfBGktEufiIsf9lw,"Montefiore Health System",K4iSR8270gc,2025-03-08T00:42:27Z,"2025-03-08 00:42:27","Bronx Food & Farm Tours Highlight the Importance of Green Spaces for the Community's Health","Montefiore Einstein and partners host the Bronx Food & Farm Tour, celebrating sites that were formerly used for industrial purposes that have been turned into beautiful community green spaces. The Bronx Food & Farm Tours bring the community together and educate about healthy eating habits, access to nature and the external factors that directly impact health outcomes. For more Montefiore Einstein content, follow us on social at: • Facebook (Eng) – https://www.facebook.com/montefioremedicalcenter • Facebook (Spa) – https://www.facebook.com/MontefioreObjetivoTuSalud • Twitter (Eng) – https://twitter.com/montefiorenyc?lang=en • Instagram (Eng) – https://www.instagram.com/montefiorehealthsystem/ • Instagram (Spa) – https://www.instagram.com/montefioreobjetivotusalud/?hl=en • LinkedIn (Eng) — https://www.linkedin.com/company/montefiore-health-system","Montefiore,Montefiore Health System,Montefiore Medical Center,Montefiore Hospital,Hospital,Bronx",27,Education,Society,PT3M31S,211,2d,hd,false,,en,https://i.ytimg.com/vi/K4iSR8270gc/maxresdefault.jpg,,,,,194,5,,0,0
26,UCrSSB3ymfBGktEufiIsf9lw,"Montefiore Health System",X3i8I44Rdm8,2025-03-05T16:27:05Z,"2025-03-05 16:27:05","Montefiore Einstein Opens State-of-the-Art Command Center for Seamless, Lifesaving Patient Transfers","Montefiore Einstein opened the doors to its new state-of-the-art Command Center in Westchester, a 24-hour, one-call solution for physicians to transfer patients into Montefiore Einstein’s health system or move patients within the system to a higher level of care. To learn more about the Command Center, visit https://montefioreeinstein.org/patient-care/command-center. For more Montefiore Einstein content, follow us on social at: • Facebook (Eng) – https://www.facebook.com/montefioremedicalcenter • Facebook (Spa) – https://www.facebook.com/MontefioreObjetivoTuSalud • Twitter (Eng) – https://twitter.com/montefiorenyc?lang=en • Instagram (Eng) – https://www.instagram.com/montefiorehealthsystem/ • Instagram (Spa) – https://www.instagram.com/montefioreobjetivotusalud/?hl=en • LinkedIn (Eng) — https://www.linkedin.com/company/montefiore-health-system","Montefiore,Montefiore Health System,Montefiore Medical Center,Montefiore Hospital,Hospital,Bronx",27,Education,"Health,Society",PT12M12S,732,2d,hd,false,,en,https://i.ytimg.com/vi/X3i8I44Rdm8/maxresdefault.jpg,,,,,1226,20,,0,0
