_id,Year,County,Hospital,OSHPDID,system,Type of Report,Performance Measure,# of Adverse Events,# of Cases,Risk-adjusted Rate,Hospital Ratings,Latitude,Longitude
2847,2017,San Diego,Sharp Coronado Hospital and Healthcare Center,106370689,Sharp Healthcare,IMI,Acute Stroke Ischemic,2.0,17.0,11.0,As Expected,32.69427,-117.168
2848,2017,San Diego,Sharp Coronado Hospital and Healthcare Center,106370689,Sharp Healthcare,IMI,Acute Stroke Hemorrhagic,,,,,32.69427,-117.168
2849,2017,San Diego,Sharp Coronado Hospital and Healthcare Center,106370689,Sharp Healthcare,IMI,Acute Stroke,4.0,19.0,21.8,As Expected,32.69427,-117.168
2850,2017,San Diego,Sharp Coronado Hospital and Healthcare Center,106370689,Sharp Healthcare,IMI,AMI,0.0,8.0,0.0,As Expected,32.69427,-117.168
2851,2017,San Diego,Sharp Memorial Hospital,106370694,Sharp Healthcare,IMI,Acute Stroke Subarachnoid,2.0,16.0,14.6,As Expected,32.80016,-117.155
2852,2017,San Diego,Sharp Memorial Hospital,106370694,Sharp Healthcare,CABG,Isolated CABG Operative Mor,1.0,71.0,2.42,As Expected,32.8,-117.16
2853,2017,San Diego,Sharp Memorial Hospital,106370694,Sharp Healthcare,IMI,Hip Fracture,5.0,259.0,1.2,As Expected,32.80016,-117.155
2854,2017,San Diego,Sharp Memorial Hospital,106370694,Sharp Healthcare,IMI,Pneumonia,11.0,476.0,1.8,As Expected,32.80016,-117.155
2855,2017,San Diego,Sharp Memorial Hospital,106370694,Sharp Healthcare,IMI,Pancreatic Resection,2.0,19.0,7.9,As Expected,32.80016,-117.155
2856,2017,San Diego,Sharp Memorial Hospital,106370694,Sharp Healthcare,IMI,PCI,9.0,291.0,3.5,As Expected,32.80016,-117.155
2857,2017,San Diego,Sharp Memorial Hospital,106370694,Sharp Healthcare,IMI,Heart Failure,23.0,813.0,2.3,As Expected,32.80016,-117.155
2858,2017,San Diego,Sharp Memorial Hospital,106370694,Sharp Healthcare,IMI,GI Hemorrhage,9.0,373.0,2.5,As Expected,32.80016,-117.155
2859,2017,San Diego,Sharp Memorial Hospital,106370694,Sharp Healthcare,IMI,Carotid Endarterectomy,1.0,32.0,1.7,As Expected,32.80016,-117.155
2860,2017,San Diego,Sharp Memorial Hospital,106370694,Sharp Healthcare,IMI,Acute Stroke Ischemic,10.0,394.0,2.8,Better,32.80016,-117.155
2861,2017,San Diego,Sharp Memorial Hospital,106370694,Sharp Healthcare,IMI,Acute Stroke Hemorrhagic,16.0,75.0,22.7,As Expected,32.80016,-117.155
2862,2017,San Diego,Sharp Memorial Hospital,106370694,Sharp Healthcare,IMI,Acute Stroke,28.0,485.0,7.0,As Expected,32.80016,-117.155
2863,2017,San Diego,Sharp Memorial Hospital,106370694,Sharp Healthcare,IMI,AMI,14.0,320.0,4.4,As Expected,32.80016,-117.155
2864,2017,San Diego,Grossmont Hospital,106370714,Sharp Healthcare,CABG,Isolated CABG Operative Mor,3.0,77.0,2.41,As Expected,32.78,-117.01
2865,2017,San Diego,Grossmont Hospital,106370714,Sharp Healthcare,IMI,Acute Stroke Subarachnoid,6.0,19.0,34.2,As Expected,32.77963,-117.009
2866,2017,San Diego,Grossmont Hospital,106370714,Sharp Healthcare,IMI,Hip Fracture,8.0,197.0,4.7,Worse,32.77963,-117.009
2867,2017,San Diego,Grossmont Hospital,106370714,Sharp Healthcare,IMI,Pneumonia,8.0,425.0,1.6,As Expected,32.77963,-117.009
2868,2017,San Diego,Grossmont Hospital,106370714,Sharp Healthcare,IMI,Pancreatic Resection,0.0,16.0,0.0,As Expected,32.77963,-117.009
2869,2017,San Diego,Grossmont Hospital,106370714,Sharp Healthcare,IMI,PCI,22.0,447.0,4.1,As Expected,32.77963,-117.009
2870,2017,San Diego,Grossmont Hospital,106370714,Sharp Healthcare,IMI,Heart Failure,11.0,897.0,1.5,Better,32.77963,-117.009
2871,2017,San Diego,Grossmont Hospital,106370714,Sharp Healthcare,IMI,GI Hemorrhage,14.0,530.0,2.0,As Expected,32.77963,-117.009
2872,2017,San Diego,Grossmont Hospital,106370714,Sharp Healthcare,IMI,Carotid Endarterectomy,0.0,59.0,0.0,As Expected,32.77963,-117.009
2873,2017,San Diego,Grossmont Hospital,106370714,Sharp Healthcare,IMI,Acute Stroke Ischemic,28.0,537.0,3.6,As Expected,32.77963,-117.009
2874,2017,San Diego,Grossmont Hospital,106370714,Sharp Healthcare,IMI,Acute Stroke Hemorrhagic,23.0,82.0,23.4,As Expected,32.77963,-117.009
2875,2017,San Diego,Grossmont Hospital,106370714,Sharp Healthcare,IMI,Acute Stroke,57.0,638.0,8.1,As Expected,32.77963,-117.009
2876,2017,San Diego,Grossmont Hospital,106370714,Sharp Healthcare,IMI,AMI,24.0,384.0,5.7,As Expected,32.77963,-117.009
2877,2017,San Diego,Kaiser Foundation Hospital – San Diego – Zion,106370730,Kaiser Foundation Hospitals,IMI,Acute Stroke Subarachnoid,3.0,24.0,10.1,As Expected,32.79287,-117.094
2878,2017,San Diego,Kaiser Foundation Hospital – San Diego – Zion,106370730,Kaiser Foundation Hospitals,IMI,Hip Fracture,5.0,400.0,1.8,As Expected,32.79287,-117.094
2879,2017,San Diego,Kaiser Foundation Hospital – San Diego – Zion,106370730,Kaiser Foundation Hospitals,IMI,Pneumonia,9.0,227.0,3.6,As Expected,32.79287,-117.094
2880,2017,San Diego,Kaiser Foundation Hospital – San Diego – Zion,106370730,Kaiser Foundation Hospitals,IMI,Pancreatic Resection,1.0,23.0,5.4,As Expected,32.79287,-117.094
2881,2017,San Diego,Kaiser Foundation Hospital – San Diego – Zion,106370730,Kaiser Foundation Hospitals,IMI,PCI,,,,,32.79287,-117.094
2882,2017,San Diego,Kaiser Foundation Hospital – San Diego – Zion,106370730,Kaiser Foundation Hospitals,IMI,Heart Failure,29.0,860.0,2.7,As Expected,32.79287,-117.094
2883,2017,San Diego,Kaiser Foundation Hospital – San Diego – Zion,106370730,Kaiser Foundation Hospitals,IMI,GI Hemorrhage,12.0,357.0,2.7,As Expected,32.79287,-117.094
2884,2017,San Diego,Kaiser Foundation Hospital – San Diego – Zion,106370730,Kaiser Foundation Hospitals,IMI,Carotid Endarterectomy,0.0,53.0,0.0,As Expected,32.79287,-117.094
2885,2017,San Diego,Kaiser Foundation Hospital – San Diego – Zion,106370730,Kaiser Foundation Hospitals,IMI,Acute Stroke Ischemic,20.0,345.0,5.2,As Expected,32.79287,-117.094
2886,2017,San Diego,Kaiser Foundation Hospital – San Diego – Zion,106370730,Kaiser Foundation Hospitals,IMI,Acute Stroke Hemorrhagic,17.0,122.0,20.1,As Expected,32.79287,-117.094
2887,2017,San Diego,Kaiser Foundation Hospital – San Diego – Zion,106370730,Kaiser Foundation Hospitals,IMI,Acute Stroke,40.0,491.0,8.2,As Expected,32.79287,-117.094
2888,2017,San Diego,Kaiser Foundation Hospital – San Diego – Zion,106370730,Kaiser Foundation Hospitals,IMI,AMI,7.0,126.0,3.3,As Expected,32.79287,-117.094
2889,2017,San Diego,Scripps Mercy Hospital,106370744,Scripps Health,CABG,Isolated CABG Operative Mor,3.0,102.0,3.41,As Expected,32.75,-117.16
2890,2017,San Diego,Scripps Mercy Hospital,106370744,Scripps Health,IMI,Hip Fracture,8.0,270.0,2.7,As Expected,32.75128,-117.16
2891,2017,San Diego,Scripps Mercy Hospital,106370744,Scripps Health,IMI,Pneumonia,10.0,648.0,1.2,Better,32.75128,-117.16
2892,2017,San Diego,Scripps Mercy Hospital,106370744,Scripps Health,IMI,Pancreatic Resection,0.0,7.0,0.0,As Expected,32.75128,-117.16
2893,2017,San Diego,Scripps Mercy Hospital,106370744,Scripps Health,IMI,PCI,13.0,291.0,5.7,As Expected,32.75128,-117.16
2894,2017,San Diego,Scripps Mercy Hospital,106370744,Scripps Health,IMI,Heart Failure,19.0,1029.0,1.6,Better,32.75128,-117.16
2895,2017,San Diego,Scripps Mercy Hospital,106370744,Scripps Health,IMI,GI Hemorrhage,16.0,563.0,3.2,As Expected,32.75128,-117.16
2896,2017,San Diego,Scripps Mercy Hospital,106370744,Scripps Health,IMI,Carotid Endarterectomy,0.0,35.0,0.0,As Expected,32.75128,-117.16
2897,2017,San Diego,Scripps Mercy Hospital,106370744,Scripps Health,IMI,Acute Stroke Subarachnoid,5.0,8.0,36.5,As Expected,32.75128,-117.16
2898,2017,San Diego,Scripps Mercy Hospital,106370744,Scripps Health,IMI,Acute Stroke Ischemic,12.0,407.0,3.3,As Expected,32.75128,-117.16
2899,2017,San Diego,Scripps Mercy Hospital,106370744,Scripps Health,IMI,Acute Stroke Hemorrhagic,28.0,105.0,23.3,As Expected,32.75128,-117.16
2900,2017,San Diego,Scripps Mercy Hospital,106370744,Scripps Health,IMI,Acute Stroke,45.0,520.0,8.7,As Expected,32.75128,-117.16
2901,2017,San Diego,Scripps Mercy Hospital,106370744,Scripps Health,IMI,AMI,32.0,443.0,7.6,As Expected,32.75128,-117.16
2902,2017,San Diego,Palomar Health Downtown Campus,106370755,Independent/Other,CABG,Isolated CABG Operative Mor,4.0,121.0,1.8,As Expected,33.13,-117.08
2903,2017,San Diego,Palomar Health Downtown Campus,106370755,Independent/Other,IMI,Acute Stroke Subarachnoid,5.0,28.0,13.7,As Expected,33.12586,-117.076
2904,2017,San Diego,Palomar Health Downtown Campus,106370755,Independent/Other,IMI,Hip Fracture,7.0,248.0,2.6,As Expected,33.12586,-117.076
2905,2017,San Diego,Palomar Health Downtown Campus,106370755,Independent/Other,IMI,Pneumonia,6.0,403.0,1.3,Better,33.12586,-117.076
2906,2017,San Diego,Palomar Health Downtown Campus,106370755,Independent/Other,IMI,Pancreatic Resection,,,,,33.12586,-117.076
2907,2017,San Diego,Palomar Health Downtown Campus,106370755,Independent/Other,IMI,PCI,14.0,340.0,4.0,As Expected,33.12586,-117.076
2908,2017,San Diego,Palomar Health Downtown Campus,106370755,Independent/Other,IMI,Heart Failure,32.0,811.0,2.6,As Expected,33.12586,-117.076
2909,2017,San Diego,Palomar Health Downtown Campus,106370755,Independent/Other,IMI,GI Hemorrhage,7.0,398.0,1.7,As Expected,33.12586,-117.076
2910,2017,San Diego,Palomar Health Downtown Campus,106370755,Independent/Other,IMI,Carotid Endarterectomy,0.0,51.0,0.0,As Expected,33.12586,-117.076
2911,2017,San Diego,Palomar Health Downtown Campus,106370755,Independent/Other,IMI,Acute Stroke Ischemic,23.0,438.0,2.5,Better,33.12586,-117.076
2912,2017,San Diego,Palomar Health Downtown Campus,106370755,Independent/Other,IMI,Acute Stroke Hemorrhagic,25.0,107.0,20.6,As Expected,33.12586,-117.076
2913,2017,San Diego,Palomar Health Downtown Campus,106370755,Independent/Other,IMI,Acute Stroke,53.0,573.0,6.0,Better,33.12586,-117.076
2914,2017,San Diego,Palomar Health Downtown Campus,106370755,Independent/Other,IMI,AMI,40.0,503.0,6.2,As Expected,33.12586,-117.076
2915,2017,San Diego,Paradise Valley Hospital,106370759,Prime Healthcare Services,IMI,Acute Stroke Subarachnoid,,,,,32.68632,-117.083
2916,2017,San Diego,Paradise Valley Hospital,106370759,Prime Healthcare Services,IMI,Hip Fracture,0.0,24.0,0.0,As Expected,32.68632,-117.083
2917,2017,San Diego,Paradise Valley Hospital,106370759,Prime Healthcare Services,IMI,Pneumonia,0.0,55.0,0.0,As Expected,32.68632,-117.083
2918,2017,San Diego,Paradise Valley Hospital,106370759,Prime Healthcare Services,IMI,Pancreatic Resection,,,,,32.68632,-117.083
2919,2017,San Diego,Paradise Valley Hospital,106370759,Prime Healthcare Services,IMI,PCI,1.0,49.0,1.9,As Expected,32.68632,-117.083
2920,2017,San Diego,Paradise Valley Hospital,106370759,Prime Healthcare Services,IMI,Heart Failure,6.0,326.0,2.0,As Expected,32.68632,-117.083
2921,2017,San Diego,Paradise Valley Hospital,106370759,Prime Healthcare Services,IMI,GI Hemorrhage,2.0,110.0,1.6,As Expected,32.68632,-117.083
2922,2017,San Diego,Paradise Valley Hospital,106370759,Prime Healthcare Services,IMI,Carotid Endarterectomy,,,,,32.68632,-117.083
2923,2017,San Diego,Paradise Valley Hospital,106370759,Prime Healthcare Services,IMI,Acute Stroke Ischemic,2.0,83.0,4.2,As Expected,32.68632,-117.083
2924,2017,San Diego,Paradise Valley Hospital,106370759,Prime Healthcare Services,IMI,Acute Stroke Hemorrhagic,2.0,19.0,10.9,As Expected,32.68632,-117.083
2925,2017,San Diego,Paradise Valley Hospital,106370759,Prime Healthcare Services,IMI,Acute Stroke,5.0,103.0,7.0,As Expected,32.68632,-117.083
2926,2017,San Diego,Paradise Valley Hospital,106370759,Prime Healthcare Services,IMI,AMI,1.0,80.0,1.0,Better,32.68632,-117.083
2927,2017,San Diego,Scripps Memorial Hospital – La Jolla,106370771,Scripps Health,CABG,Isolated CABG Operative Mor,6.0,328.0,2.78,As Expected,32.89,-117.22
2928,2017,San Diego,Scripps Memorial Hospital – La Jolla,106370771,Scripps Health,IMI,Hip Fracture,4.0,186.0,1.4,As Expected,32.88506,-117.222
2929,2017,San Diego,Scripps Memorial Hospital – La Jolla,106370771,Scripps Health,IMI,Pneumonia,15.0,316.0,2.3,As Expected,32.88506,-117.222
2930,2017,San Diego,Scripps Memorial Hospital – La Jolla,106370771,Scripps Health,IMI,Pancreatic Resection,0.0,6.0,0.0,As Expected,32.88506,-117.222
2931,2017,San Diego,Scripps Memorial Hospital – La Jolla,106370771,Scripps Health,IMI,PCI,36.0,739.0,4.8,As Expected,32.88506,-117.222
2932,2017,San Diego,Scripps Memorial Hospital – La Jolla,106370771,Scripps Health,IMI,Heart Failure,8.0,755.0,0.6,Better,32.88506,-117.222
2933,2017,San Diego,Scripps Memorial Hospital – La Jolla,106370771,Scripps Health,IMI,GI Hemorrhage,5.0,250.0,1.5,As Expected,32.88506,-117.222
2934,2017,San Diego,Scripps Memorial Hospital – La Jolla,106370771,Scripps Health,IMI,Carotid Endarterectomy,0.0,30.0,0.0,As Expected,32.88506,-117.222
2935,2017,San Diego,Scripps Memorial Hospital – La Jolla,106370771,Scripps Health,IMI,Acute Stroke Subarachnoid,10.0,57.0,20.9,As Expected,32.88506,-117.222
2936,2017,San Diego,Scripps Memorial Hospital – La Jolla,106370771,Scripps Health,IMI,Acute Stroke Ischemic,40.0,369.0,6.3,As Expected,32.88506,-117.222
2937,2017,San Diego,Scripps Memorial Hospital – La Jolla,106370771,Scripps Health,IMI,Acute Stroke Hemorrhagic,30.0,102.0,24.1,As Expected,32.88506,-117.222
2938,2017,San Diego,Scripps Memorial Hospital – La Jolla,106370771,Scripps Health,IMI,Acute Stroke,80.0,528.0,10.5,As Expected,32.88506,-117.222
2939,2017,San Diego,Scripps Memorial Hospital – La Jolla,106370771,Scripps Health,IMI,AMI,47.0,652.0,7.7,Worse,32.88506,-117.222
2940,2017,San Diego,Tri-City Medical Center,106370780,Independent/Other,IMI,Hip Fracture,3.0,147.0,2.3,As Expected,33.18394,-117.29
2941,2017,San Diego,Tri-City Medical Center,106370780,Independent/Other,IMI,Acute Stroke Subarachnoid,4.0,15.0,38.9,As Expected,33.18394,-117.29
2942,2017,San Diego,Tri-City Medical Center,106370780,Independent/Other,IMI,Pneumonia,5.0,193.0,2.6,As Expected,33.18394,-117.29
2943,2017,San Diego,Tri-City Medical Center,106370780,Independent/Other,IMI,Pancreatic Resection,,,,,33.18394,-117.29
2944,2017,San Diego,Tri-City Medical Center,106370780,Independent/Other,IMI,PCI,1.0,139.0,2.6,As Expected,33.18394,-117.29
2945,2017,San Diego,Tri-City Medical Center,106370780,Independent/Other,IMI,Heart Failure,10.0,411.0,2.1,As Expected,33.18394,-117.29
2946,2017,San Diego,Tri-City Medical Center,106370780,Independent/Other,IMI,GI Hemorrhage,4.0,186.0,1.8,As Expected,33.18394,-117.29
2947,2017,San Diego,Tri-City Medical Center,106370780,Independent/Other,IMI,Carotid Endarterectomy,0.0,50.0,0.0,As Expected,33.18394,-117.29
2948,2017,San Diego,Tri-City Medical Center,106370780,Independent/Other,IMI,Acute Stroke Ischemic,15.0,284.0,5.3,As Expected,33.18394,-117.29
2949,2017,San Diego,Tri-City Medical Center,106370780,Independent/Other,IMI,Acute Stroke Hemorrhagic,16.0,65.0,25.0,As Expected,33.18394,-117.29
2950,2017,San Diego,Tri-City Medical Center,106370780,Independent/Other,IMI,Acute Stroke,35.0,364.0,10.6,As Expected,33.18394,-117.29
2951,2017,San Diego,Tri-City Medical Center,106370780,Independent/Other,IMI,AMI,12.0,274.0,5.1,As Expected,33.18394,-117.29
2952,2017,San Diego,Tri-City Medical Center,106370780,Independent/Other,CABG,Isolated CABG Operative Mor,1.0,53.0,2.06,As Expected,33.18,-117.29
2953,2017,San Diego,UC San Diego Health Hillcrest – Hillcrest Medical Center,106370782,University of California,IMI,Hip Fracture,1.0,141.0,0.5,As Expected,32.75387,-117.164
2954,2017,San Diego,UC San Diego Health Hillcrest – Hillcrest Medical Center,106370782,University of California,IMI,Pneumonia,6.0,286.0,2.4,As Expected,32.75387,-117.164
2955,2017,San Diego,UC San Diego Health Hillcrest – Hillcrest Medical Center,106370782,University of California,IMI,Pancreatic Resection,0.0,82.0,0.0,As Expected,32.75387,-117.164
2956,2017,San Diego,UC San Diego Health Hillcrest – Hillcrest Medical Center,106370782,University of California,IMI,PCI,13.0,360.0,3.4,As Expected,32.75387,-117.164
2957,2017,San Diego,UC San Diego Health Hillcrest – Hillcrest Medical Center,106370782,University of California,IMI,Heart Failure,35.0,900.0,4.2,Worse,32.75387,-117.164
2958,2017,San Diego,UC San Diego Health Hillcrest – Hillcrest Medical Center,106370782,University of California,IMI,GI Hemorrhage,10.0,474.0,1.8,As Expected,32.75387,-117.164
2959,2017,San Diego,UC San Diego Health Hillcrest – Hillcrest Medical Center,106370782,University of California,IMI,Carotid Endarterectomy,0.0,16.0,0.0,As Expected,32.75387,-117.164
2960,2017,San Diego,UC San Diego Health Hillcrest – Hillcrest Medical Center,106370782,University of California,IMI,Acute Stroke Subarachnoid,6.0,47.0,11.5,Better,32.75387,-117.164
2961,2017,San Diego,UC San Diego Health Hillcrest – Hillcrest Medical Center,106370782,University of California,IMI,Acute Stroke Ischemic,11.0,319.0,2.0,Better,32.75387,-117.164
2962,2017,San Diego,UC San Diego Health Hillcrest – Hillcrest Medical Center,106370782,University of California,IMI,Acute Stroke Hemorrhagic,18.0,108.0,15.6,As Expected,32.75387,-117.164
2963,2017,San Diego,UC San Diego Health Hillcrest – Hillcrest Medical Center,106370782,University of California,IMI,Acute Stroke,35.0,474.0,5.0,Better,32.75387,-117.164
2964,2017,San Diego,UC San Diego Health Hillcrest – Hillcrest Medical Center,106370782,University of California,IMI,AMI,26.0,408.0,6.1,As Expected,32.75387,-117.164
2965,2017,San Diego,Sharp Chula Vista Medical Center,106370875,Sharp Healthcare,CABG,Isolated CABG Operative Mor,5.0,86.0,6.23,As Expected,32.62,-117.02
2966,2017,San Diego,Sharp Chula Vista Medical Center,106370875,Sharp Healthcare,IMI,Hip Fracture,4.0,103.0,4.6,As Expected,32.61909,-117.024
2967,2017,San Diego,Sharp Chula Vista Medical Center,106370875,Sharp Healthcare,IMI,Acute Stroke Subarachnoid,3.0,15.0,26.6,As Expected,32.61909,-117.024
2968,2017,San Diego,Sharp Chula Vista Medical Center,106370875,Sharp Healthcare,IMI,Pneumonia,5.0,312.0,1.3,As Expected,32.61909,-117.024
2969,2017,San Diego,Sharp Chula Vista Medical Center,106370875,Sharp Healthcare,IMI,Pancreatic Resection,,,,,32.61909,-117.024
2970,2017,San Diego,Sharp Chula Vista Medical Center,106370875,Sharp Healthcare,IMI,PCI,8.0,324.0,2.3,As Expected,32.61909,-117.024
2971,2017,San Diego,Sharp Chula Vista Medical Center,106370875,Sharp Healthcare,IMI,Heart Failure,23.0,817.0,2.7,As Expected,32.61909,-117.024
2972,2017,San Diego,Sharp Chula Vista Medical Center,106370875,Sharp Healthcare,IMI,GI Hemorrhage,9.0,294.0,3.1,As Expected,32.61909,-117.024
2973,2017,San Diego,Sharp Chula Vista Medical Center,106370875,Sharp Healthcare,IMI,Carotid Endarterectomy,0.0,15.0,0.0,As Expected,32.61909,-117.024
2974,2017,San Diego,Sharp Chula Vista Medical Center,106370875,Sharp Healthcare,IMI,Acute Stroke Ischemic,15.0,251.0,5.0,As Expected,32.61909,-117.024
2975,2017,San Diego,Sharp Chula Vista Medical Center,106370875,Sharp Healthcare,IMI,Acute Stroke Hemorrhagic,15.0,69.0,19.0,As Expected,32.61909,-117.024
2976,2017,San Diego,Sharp Chula Vista Medical Center,106370875,Sharp Healthcare,IMI,Acute Stroke,33.0,335.0,8.7,As Expected,32.61909,-117.024
2977,2017,San Diego,Sharp Chula Vista Medical Center,106370875,Sharp Healthcare,IMI,AMI,13.0,243.0,5.2,As Expected,32.61909,-117.024
2978,2017,San Diego,Palomar Medical Center Poway,106370977,Independent/Other,IMI,Hip Fracture,0.0,93.0,0.0,As Expected,32.99563,-117.057
2979,2017,San Diego,Palomar Medical Center Poway,106370977,Independent/Other,IMI,Acute Stroke Subarachnoid,,,,,32.99563,-117.057
2980,2017,San Diego,Palomar Medical Center Poway,106370977,Independent/Other,IMI,Pneumonia,5.0,112.0,2.5,As Expected,32.99563,-117.057
2981,2017,San Diego,Palomar Medical Center Poway,106370977,Independent/Other,IMI,Pancreatic Resection,,,,,32.99563,-117.057
2982,2017,San Diego,Palomar Medical Center Poway,106370977,Independent/Other,IMI,PCI,,,,,32.99563,-117.057
2983,2017,San Diego,Palomar Medical Center Poway,106370977,Independent/Other,IMI,Heart Failure,9.0,223.0,2.0,As Expected,32.99563,-117.057
2984,2017,San Diego,Palomar Medical Center Poway,106370977,Independent/Other,IMI,GI Hemorrhage,9.0,132.0,4.1,As Expected,32.99563,-117.057
2985,2017,San Diego,Palomar Medical Center Poway,106370977,Independent/Other,IMI,Carotid Endarterectomy,,,,,32.99563,-117.057
2986,2017,San Diego,Palomar Medical Center Poway,106370977,Independent/Other,IMI,Acute Stroke Ischemic,1.0,68.0,0.8,Better,32.99563,-117.057
2987,2017,San Diego,Palomar Medical Center Poway,106370977,Independent/Other,IMI,Acute Stroke Hemorrhagic,3.0,6.0,19.1,As Expected,32.99563,-117.057
2988,2017,San Diego,Palomar Medical Center Poway,106370977,Independent/Other,IMI,Acute Stroke,4.0,74.0,3.7,Better,32.99563,-117.057
2989,2017,San Diego,Palomar Medical Center Poway,106370977,Independent/Other,IMI,AMI,4.0,28.0,5.4,As Expected,32.99563,-117.057
2990,2017,San Diego,Scripps Green Hospital,106371256,Scripps Health,CABG,Isolated CABG Operative Mor,,,,,32.9,-117.24
2991,2017,San Diego,Scripps Green Hospital,106371256,Scripps Health,IMI,Hip Fracture,0.0,87.0,0.0,Better,32.89654,-117.241
2992,2017,San Diego,Scripps Green Hospital,106371256,Scripps Health,IMI,Pneumonia,7.0,195.0,2.0,As Expected,32.89654,-117.241
2993,2017,San Diego,Scripps Green Hospital,106371256,Scripps Health,IMI,Pancreatic Resection,0.0,22.0,0.0,As Expected,32.89654,-117.241
2994,2017,San Diego,Scripps Green Hospital,106371256,Scripps Health,IMI,PCI,,,,,32.89654,-117.241
2995,2017,San Diego,Scripps Green Hospital,106371256,Scripps Health,IMI,Heart Failure,0.0,64.0,0.0,As Expected,32.89654,-117.241
2996,2017,San Diego,Scripps Green Hospital,106371256,Scripps Health,IMI,GI Hemorrhage,4.0,181.0,2.5,As Expected,32.89654,-117.241
2997,2017,San Diego,Scripps Green Hospital,106371256,Scripps Health,IMI,Carotid Endarterectomy,0.0,19.0,0.0,As Expected,32.89654,-117.241
2998,2017,San Diego,Scripps Green Hospital,106371256,Scripps Health,IMI,Acute Stroke Subarachnoid,0.0,10.0,0.0,As Expected,32.89654,-117.241
2999,2017,San Diego,Scripps Green Hospital,106371256,Scripps Health,IMI,Acute Stroke Ischemic,1.0,68.0,1.2,As Expected,32.89654,-117.241
3000,2017,San Diego,Scripps Green Hospital,106371256,Scripps Health,IMI,Acute Stroke Hemorrhagic,0.0,35.0,0.0,Better,32.89654,-117.241
3001,2017,San Diego,Scripps Green Hospital,106371256,Scripps Health,IMI,Acute Stroke,1.0,113.0,1.0,Better,32.89654,-117.241
