_id,Year,County,Hospital,OSHPDID,system,Type of Report,Performance Measure,# of Adverse Events,# of Cases,Risk-adjusted Rate,Hospital Ratings,Latitude,Longitude
62,2017,Alameda,St. Rose Hospital,106010967,Independent/Other,Elective PCI,Elective PCI Mortality,0,26,0,As Expected,37.63291,-122.08962
63,2017,Alameda,St. Rose Hospital,106010967,Independent/Other,IMI,Heart Failure,6,219,4,As Expected,37.63291,-122.089
64,2017,Alameda,St. Rose Hospital,106010967,Independent/Other,IMI,Acute Stroke Ischemic,1,62,2.1,As Expected,37.63291,-122.089
65,2017,Alameda,St. Rose Hospital,106010967,Independent/Other,Elective PCI,Elective PCI Stroke,0,26,0,As Expected,37.63291,-122.08962
66,2017,Alameda,St. Rose Hospital,106010967,Independent/Other,IMI,AMI,13,207,10.2,Worse,37.63291,-122.089
67,2017,Alameda,St. Rose Hospital,106010967,Independent/Other,Elective PCI,Elective PCI Emergency CABG,0,26,0,As Expected,37.63291,-122.08962
68,2017,Alameda,Washington Hospital – Fremont,106010987,Independent/Other,IMI,PCI,11,230,6.1,As Expected,37.55847,-121.98
69,2017,Alameda,Washington Hospital – Fremont,106010987,Independent/Other,IMI,Acute Stroke Hemorrhagic,20,65,33.5,Worse,37.55847,-121.98
70,2017,Alameda,Washington Hospital – Fremont,106010987,Independent/Other,IMI,Carotid Endarterectomy,0,17,0,As Expected,37.55847,-121.98
71,2017,Alameda,Washington Hospital – Fremont,106010987,Independent/Other,IMI,Acute Stroke Ischemic,18,235,9.8,Worse,37.55847,-121.98
72,2017,Alameda,Washington Hospital – Fremont,106010987,Independent/Other,IMI,Pneumonia,19,351,4.6,Worse,37.55847,-121.98
73,2017,Alameda,Washington Hospital – Fremont,106010987,Independent/Other,IMI,Acute Stroke,44,323,15.3,Worse,37.55847,-121.98
74,2017,Alameda,Washington Hospital – Fremont,106010987,Independent/Other,IMI,AMI,18,302,6.2,As Expected,37.55847,-121.98
75,2017,Alameda,Washington Hospital – Fremont,106010987,Independent/Other,CABG,Isolated CABG Operative Mor,1,94,1.22,As Expected,37.56,-121.98
76,2017,Alameda,Washington Hospital – Fremont,106010987,Independent/Other,IMI,GI Hemorrhage,13,305,5.1,Worse,37.55847,-121.98
77,2017,Alameda,Washington Hospital – Fremont,106010987,Independent/Other,IMI,Pancreatic Resection,,,,"",37.55847,-121.98
78,2017,Alameda,Washington Hospital – Fremont,106010987,Independent/Other,IMI,Heart Failure,8,478,1.8,As Expected,37.55847,-121.98
79,2017,Alameda,Washington Hospital – Fremont,106010987,Independent/Other,IMI,Hip Fracture,5,93,4.8,As Expected,37.55847,-121.98
80,2017,Alameda,Washington Hospital – Fremont,106010987,Independent/Other,IMI,Acute Stroke Subarachnoid,6,23,33.4,As Expected,37.55847,-121.98
81,2017,Alameda,San Leandro Hospital,106013619,Alameda Health System,IMI,Acute Stroke Subarachnoid,,,,"",37.71364,-122.14
82,2017,Alameda,San Leandro Hospital,106013619,Alameda Health System,IMI,Pneumonia,0,98,0,As Expected,37.71364,-122.14
83,2017,Alameda,San Leandro Hospital,106013619,Alameda Health System,IMI,Acute Stroke Ischemic,0,39,0,As Expected,37.71364,-122.14
84,2017,Alameda,San Leandro Hospital,106013619,Alameda Health System,IMI,Heart Failure,3,226,1.6,As Expected,37.71364,-122.14
85,2017,Alameda,San Leandro Hospital,106013619,Alameda Health System,IMI,PCI,,,,"",37.71364,-122.14
86,2017,Alameda,San Leandro Hospital,106013619,Alameda Health System,IMI,Acute Stroke Hemorrhagic,,,,"",37.71364,-122.14
87,2017,Alameda,San Leandro Hospital,106013619,Alameda Health System,IMI,GI Hemorrhage,1,73,1,As Expected,37.71364,-122.14
88,2017,Alameda,San Leandro Hospital,106013619,Alameda Health System,IMI,AMI,1,12,8,As Expected,37.71364,-122.14
89,2017,Alameda,San Leandro Hospital,106013619,Alameda Health System,IMI,Hip Fracture,0,25,0,As Expected,37.71364,-122.14
90,2017,Alameda,San Leandro Hospital,106013619,Alameda Health System,IMI,Carotid Endarterectomy,0,18,0,As Expected,37.71364,-122.14
91,2017,Alameda,San Leandro Hospital,106013619,Alameda Health System,IMI,Pancreatic Resection,,,,"",37.71364,-122.14
92,2017,Alameda,San Leandro Hospital,106013619,Alameda Health System,IMI,Acute Stroke,0,40,0,As Expected,37.71364,-122.14
93,2017,Alameda,Stanford Health Care Tri-Valley,106014050,Independent/Other,IMI,Carotid Endarterectomy,0,10,0,As Expected,37.69206,-121.88
94,2017,Alameda,Stanford Health Care Tri-Valley,106014050,Independent/Other,IMI,Acute Stroke,3,63,11.5,As Expected,37.69206,-121.88
95,2017,Alameda,Stanford Health Care Tri-Valley,106014050,Independent/Other,IMI,Hip Fracture,0,87,0,As Expected,37.69206,-121.88
96,2017,Alameda,Stanford Health Care Tri-Valley,106014050,Independent/Other,IMI,AMI,15,160,9.1,As Expected,37.69206,-121.88
97,2017,Alameda,Stanford Health Care Tri-Valley,106014050,Independent/Other,IMI,Pneumonia,6,157,3.8,As Expected,37.69206,-121.88
98,2017,Alameda,Stanford Health Care Tri-Valley,106014050,Independent/Other,IMI,Heart Failure,6,285,1.7,As Expected,37.69206,-121.88
99,2017,Alameda,Stanford Health Care Tri-Valley,106014050,Independent/Other,IMI,Acute Stroke Ischemic,2,59,5.5,As Expected,37.69206,-121.88
100,2017,Alameda,Stanford Health Care Tri-Valley,106014050,Independent/Other,IMI,Acute Stroke Hemorrhagic,1,3,49.6,As Expected,37.69206,-121.88
101,2017,Alameda,Stanford Health Care Tri-Valley,106014050,Independent/Other,IMI,GI Hemorrhage,2,143,1.3,As Expected,37.69206,-121.88
102,2017,Alameda,Stanford Health Care Tri-Valley,106014050,Independent/Other,IMI,Pancreatic Resection,,,,"",37.69206,-121.88
103,2017,Alameda,Stanford Health Care Tri-Valley,106014050,Independent/Other,IMI,Acute Stroke Subarachnoid,,,,"",37.69206,-121.88
104,2017,Alameda,Stanford Health Care Tri-Valley,106014050,Independent/Other,CABG,Isolated CABG Operative Mor,0,34,0,As Expected,37.69,-121.88
105,2017,Alameda,Stanford Health Care Tri-Valley,106014050,Independent/Other,IMI,PCI,10,133,8.7,Worse,37.69206,-121.88
106,2017,Alameda,Kaiser Foundation Hospital – Fremont,106014132,Kaiser Foundation Hospitals,IMI,Heart Failure,5,140,2.1,As Expected,37.55055,-121.974
107,2017,Alameda,Kaiser Foundation Hospital – Fremont,106014132,Kaiser Foundation Hospitals,IMI,GI Hemorrhage,4,82,5.7,As Expected,37.55055,-121.974
108,2017,Alameda,Kaiser Foundation Hospital – Fremont,106014132,Kaiser Foundation Hospitals,IMI,Pancreatic Resection,,,,"",37.55055,-121.974
109,2017,Alameda,Kaiser Foundation Hospital – Fremont,106014132,Kaiser Foundation Hospitals,IMI,PCI,1,33,2.9,As Expected,37.55055,-121.974
110,2017,Alameda,Kaiser Foundation Hospital – Fremont,106014132,Kaiser Foundation Hospitals,IMI,Pneumonia,3,76,2.8,As Expected,37.55055,-121.974
111,2017,Alameda,Kaiser Foundation Hospital – Fremont,106014132,Kaiser Foundation Hospitals,IMI,Acute Stroke Hemorrhagic,3,17,16.1,As Expected,37.55055,-121.974
112,2017,Alameda,Kaiser Foundation Hospital – Fremont,106014132,Kaiser Foundation Hospitals,IMI,AMI,4,68,4.8,As Expected,37.55055,-121.974
113,2017,Alameda,Kaiser Foundation Hospital – Fremont,106014132,Kaiser Foundation Hospitals,IMI,Acute Stroke Subarachnoid,2,6,17.7,As Expected,37.55055,-121.974
114,2017,Alameda,Kaiser Foundation Hospital – Fremont,106014132,Kaiser Foundation Hospitals,IMI,Acute Stroke Ischemic,6,84,5.2,As Expected,37.55055,-121.974
115,2017,Alameda,Kaiser Foundation Hospital – Fremont,106014132,Kaiser Foundation Hospitals,IMI,Carotid Endarterectomy,,,,"",37.55055,-121.974
116,2017,Alameda,Kaiser Foundation Hospital – Fremont,106014132,Kaiser Foundation Hospitals,IMI,Acute Stroke,11,107,8.1,As Expected,37.55055,-121.974
117,2017,Alameda,Kaiser Foundation Hospital – Fremont,106014132,Kaiser Foundation Hospitals,IMI,Hip Fracture,1,68,1.5,As Expected,37.55055,-121.974
118,2017,Alameda,Eden Medical Center,106014233,Sutter Health,IMI,Heart Failure,9,267,2.8,As Expected,37.69837,-122.087
119,2017,Alameda,Eden Medical Center,106014233,Sutter Health,IMI,GI Hemorrhage,6,180,2.8,As Expected,37.69837,-122.087
120,2017,Alameda,Eden Medical Center,106014233,Sutter Health,IMI,AMI,5,40,7.3,As Expected,37.69837,-122.087
121,2017,Alameda,Eden Medical Center,106014233,Sutter Health,IMI,Carotid Endarterectomy,0,19,0,As Expected,37.69837,-122.087
122,2017,Alameda,Eden Medical Center,106014233,Sutter Health,IMI,Acute Stroke Ischemic,36,373,4.9,As Expected,37.69837,-122.087
123,2017,Alameda,Eden Medical Center,106014233,Sutter Health,IMI,Hip Fracture,5,126,2.6,As Expected,37.69837,-122.087
124,2017,Alameda,Eden Medical Center,106014233,Sutter Health,IMI,Acute Stroke Subarachnoid,20,78,21.2,As Expected,37.69837,-122.087
125,2017,Alameda,Eden Medical Center,106014233,Sutter Health,IMI,Pneumonia,3,105,1.8,As Expected,37.69837,-122.087
126,2017,Alameda,Eden Medical Center,106014233,Sutter Health,IMI,Pancreatic Resection,,,,"",37.69837,-122.087
127,2017,Alameda,Eden Medical Center,106014233,Sutter Health,IMI,Acute Stroke,88,569,8.7,As Expected,37.69837,-122.087
128,2017,Alameda,Eden Medical Center,106014233,Sutter Health,IMI,PCI,,,,"",37.69837,-122.087
129,2017,Alameda,Eden Medical Center,106014233,Sutter Health,IMI,Acute Stroke Hemorrhagic,32,118,20.4,As Expected,37.69837,-122.087
130,2017,Alameda,Kaiser Foundation Hospital – Oakland/Richmond,106014326,Kaiser Foundation Hospitals,IMI,Carotid Endarterectomy,0,10,0,As Expected,37.82402,-122.257
131,2017,Alameda,Kaiser Foundation Hospital – Oakland/Richmond,106014326,Kaiser Foundation Hospitals,IMI,Hip Fracture,2,173,1.8,As Expected,37.82402,-122.257
132,2017,Alameda,Kaiser Foundation Hospital – Oakland/Richmond,106014326,Kaiser Foundation Hospitals,IMI,GI Hemorrhage,7,356,2.2,As Expected,37.82402,-122.257
133,2017,Alameda,Kaiser Foundation Hospital – Oakland/Richmond,106014326,Kaiser Foundation Hospitals,IMI,AMI,19,236,6.5,As Expected,37.82402,-122.257
134,2017,Alameda,Kaiser Foundation Hospital – Oakland/Richmond,106014326,Kaiser Foundation Hospitals,IMI,Acute Stroke Hemorrhagic,25,98,25.7,As Expected,37.82402,-122.257
135,2017,Alameda,Kaiser Foundation Hospital – Oakland/Richmond,106014326,Kaiser Foundation Hospitals,IMI,Pneumonia,8,189,3,As Expected,37.82402,-122.257
136,2017,Alameda,Kaiser Foundation Hospital – Oakland/Richmond,106014326,Kaiser Foundation Hospitals,IMI,PCI,2,76,3.6,As Expected,37.82402,-122.257
137,2017,Alameda,Kaiser Foundation Hospital – Oakland/Richmond,106014326,Kaiser Foundation Hospitals,IMI,Pancreatic Resection,1,89,1.7,As Expected,37.82402,-122.257
138,2017,Alameda,Kaiser Foundation Hospital – Oakland/Richmond,106014326,Kaiser Foundation Hospitals,IMI,Acute Stroke,46,509,8.9,As Expected,37.82402,-122.257
139,2017,Alameda,Kaiser Foundation Hospital – Oakland/Richmond,106014326,Kaiser Foundation Hospitals,IMI,Acute Stroke Ischemic,19,403,4.1,As Expected,37.82402,-122.257
140,2017,Alameda,Kaiser Foundation Hospital – Oakland/Richmond,106014326,Kaiser Foundation Hospitals,IMI,Heart Failure,20,866,2,As Expected,37.82402,-122.257
141,2017,Alameda,Kaiser Foundation Hospital – Oakland/Richmond,106014326,Kaiser Foundation Hospitals,IMI,Acute Stroke Subarachnoid,2,8,13.8,As Expected,37.82402,-122.257
142,2017,Alameda,Kaiser Foundation Hospital – San Leandro,106014337,Kaiser Foundation Hospitals,IMI,PCI,,,,"",37.70611,-122.169
143,2017,Alameda,Kaiser Foundation Hospital – San Leandro,106014337,Kaiser Foundation Hospitals,IMI,Acute Stroke Ischemic,12,170,5.6,As Expected,37.70611,-122.169
144,2017,Alameda,Kaiser Foundation Hospital – San Leandro,106014337,Kaiser Foundation Hospitals,IMI,Heart Failure,15,309,3.5,As Expected,37.70611,-122.169
145,2017,Alameda,Kaiser Foundation Hospital – San Leandro,106014337,Kaiser Foundation Hospitals,IMI,AMI,6,47,6.3,As Expected,37.70611,-122.169
146,2017,Alameda,Kaiser Foundation Hospital – San Leandro,106014337,Kaiser Foundation Hospitals,IMI,GI Hemorrhage,3,157,2,As Expected,37.70611,-122.169
147,2017,Alameda,Kaiser Foundation Hospital – San Leandro,106014337,Kaiser Foundation Hospitals,IMI,Carotid Endarterectomy,0,21,0,As Expected,37.70611,-122.169
148,2017,Alameda,Kaiser Foundation Hospital – San Leandro,106014337,Kaiser Foundation Hospitals,IMI,Acute Stroke,17,217,8.6,As Expected,37.70611,-122.169
149,2017,Alameda,Kaiser Foundation Hospital – San Leandro,106014337,Kaiser Foundation Hospitals,IMI,Pneumonia,4,129,1.9,As Expected,37.70611,-122.169
150,2017,Alameda,Kaiser Foundation Hospital – San Leandro,106014337,Kaiser Foundation Hospitals,IMI,Hip Fracture,1,116,1,As Expected,37.70611,-122.169
151,2017,Alameda,Kaiser Foundation Hospital – San Leandro,106014337,Kaiser Foundation Hospitals,IMI,Pancreatic Resection,,,,"",37.70611,-122.169
152,2017,Alameda,Kaiser Foundation Hospital – San Leandro,106014337,Kaiser Foundation Hospitals,IMI,Acute Stroke Hemorrhagic,5,44,16.8,As Expected,37.70611,-122.169
153,2017,Alameda,Kaiser Foundation Hospital – San Leandro,106014337,Kaiser Foundation Hospitals,IMI,Acute Stroke Subarachnoid,0,3,0,As Expected,37.70611,-122.169
154,2017,Amador,Sutter Amador Hospital,106034002,Sutter Health,IMI,GI Hemorrhage,0,60,0,As Expected,38.34743,-120.772
155,2017,Amador,Sutter Amador Hospital,106034002,Sutter Health,IMI,Heart Failure,3,109,3,As Expected,38.34743,-120.772
156,2017,Amador,Sutter Amador Hospital,106034002,Sutter Health,IMI,Hip Fracture,1,48,1.6,As Expected,38.34743,-120.772
157,2017,Amador,Sutter Amador Hospital,106034002,Sutter Health,IMI,AMI,2,6,7.6,As Expected,38.34743,-120.772
158,2017,Amador,Sutter Amador Hospital,106034002,Sutter Health,IMI,Pancreatic Resection,,,,"",38.34743,-120.772
159,2017,Amador,Sutter Amador Hospital,106034002,Sutter Health,IMI,Carotid Endarterectomy,,,,"",38.34743,-120.772
160,2017,Amador,Sutter Amador Hospital,106034002,Sutter Health,IMI,Acute Stroke,4,73,5.9,As Expected,38.34743,-120.772
161,2017,Amador,Sutter Amador Hospital,106034002,Sutter Health,IMI,PCI,,,,"",38.34743,-120.772
162,2017,Amador,Sutter Amador Hospital,106034002,Sutter Health,IMI,Acute Stroke Hemorrhagic,2,8,23.1,As Expected,38.34743,-120.772
163,2017,Amador,Sutter Amador Hospital,106034002,Sutter Health,IMI,Acute Stroke Subarachnoid,,,,"",38.34743,-120.772
164,2017,Amador,Sutter Amador Hospital,106034002,Sutter Health,IMI,Pneumonia,2,55,3.7,As Expected,38.34743,-120.772
165,2017,Amador,Sutter Amador Hospital,106034002,Sutter Health,IMI,Acute Stroke Ischemic,2,64,2.4,As Expected,38.34743,-120.772
166,2017,Butte,Orchard Hospital,106040802,Independent/Other,IMI,Acute Stroke Ischemic,,,,"",39.36701,-121.689
167,2017,Butte,Orchard Hospital,106040802,Independent/Other,IMI,Acute Stroke Subarachnoid,,,,"",39.36701,-121.689
168,2017,Butte,Orchard Hospital,106040802,Independent/Other,IMI,Hip Fracture,,,,"",39.36701,-121.689
169,2017,Butte,Orchard Hospital,106040802,Independent/Other,IMI,Heart Failure,0,17,0,As Expected,39.36701,-121.689
170,2017,Butte,Orchard Hospital,106040802,Independent/Other,IMI,PCI,,,,"",39.36701,-121.689
171,2017,Butte,Orchard Hospital,106040802,Independent/Other,IMI,GI Hemorrhage,0,3,0,As Expected,39.36701,-121.689
172,2017,Butte,Orchard Hospital,106040802,Independent/Other,IMI,Pneumonia,0,21,0,As Expected,39.36701,-121.689
173,2017,Butte,Orchard Hospital,106040802,Independent/Other,IMI,Carotid Endarterectomy,,,,"",39.36701,-121.689
174,2017,Butte,Orchard Hospital,106040802,Independent/Other,IMI,Acute Stroke Hemorrhagic,,,,"",39.36701,-121.689
175,2017,Butte,Orchard Hospital,106040802,Independent/Other,IMI,Pancreatic Resection,,,,"",39.36701,-121.689
176,2017,Butte,Orchard Hospital,106040802,Independent/Other,IMI,AMI,,,,"",39.36701,-121.689
177,2017,Butte,Orchard Hospital,106040802,Independent/Other,IMI,Acute Stroke,,,,"",39.36701,-121.689
178,2017,Butte,ADVENTIST HEALTH FEATHER RIVER,106040875,Adventist Health Systems,IMI,GI Hemorrhage,6,116,4.5,As Expected,39.75743,-121.572
179,2017,Butte,ADVENTIST HEALTH FEATHER RIVER,106040875,Adventist Health Systems,IMI,Carotid Endarterectomy,0,12,0,As Expected,39.75743,-121.572
180,2017,Butte,ADVENTIST HEALTH FEATHER RIVER,106040875,Adventist Health Systems,IMI,Pancreatic Resection,,,,"",39.75743,-121.572
181,2017,Butte,ADVENTIST HEALTH FEATHER RIVER,106040875,Adventist Health Systems,IMI,Acute Stroke Hemorrhagic,2,4,29.4,As Expected,39.75743,-121.572
182,2017,Butte,ADVENTIST HEALTH FEATHER RIVER,106040875,Adventist Health Systems,IMI,Acute Stroke Subarachnoid,,,,"",39.75743,-121.572
183,2017,Butte,ADVENTIST HEALTH FEATHER RIVER,106040875,Adventist Health Systems,IMI,PCI,,,,"",39.75743,-121.572
184,2017,Butte,ADVENTIST HEALTH FEATHER RIVER,106040875,Adventist Health Systems,IMI,Acute Stroke Ischemic,2,90,2.3,As Expected,39.75743,-121.572
185,2017,Butte,ADVENTIST HEALTH FEATHER RIVER,106040875,Adventist Health Systems,IMI,Heart Failure,5,180,1.7,As Expected,39.75743,-121.572
186,2017,Butte,ADVENTIST HEALTH FEATHER RIVER,106040875,Adventist Health Systems,IMI,AMI,5,32,7,As Expected,39.75743,-121.572
187,2017,Butte,ADVENTIST HEALTH FEATHER RIVER,106040875,Adventist Health Systems,IMI,Hip Fracture,0,68,0,As Expected,39.75743,-121.572
188,2017,Butte,ADVENTIST HEALTH FEATHER RIVER,106040875,Adventist Health Systems,IMI,Acute Stroke,4,94,6.3,As Expected,39.75743,-121.572
189,2017,Butte,ADVENTIST HEALTH FEATHER RIVER,106040875,Adventist Health Systems,IMI,Pneumonia,2,159,0.9,As Expected,39.75743,-121.572
190,2017,Butte,Oroville Hospital,106040937,Independent/Other,IMI,Pancreatic Resection,,,,"",39.50485,-121.542
191,2017,Butte,Oroville Hospital,106040937,Independent/Other,IMI,Acute Stroke Ischemic,4,165,2,Better,39.50485,-121.542
192,2017,Butte,Oroville Hospital,106040937,Independent/Other,IMI,Pneumonia,0,11,0,As Expected,39.50485,-121.542
193,2017,Butte,Oroville Hospital,106040937,Independent/Other,IMI,PCI,,,,"",39.50485,-121.542
